"Population by Educational Attainment","Number"
"Beginners",""
"Female","1018"
"Male","1201"
"Graduate and Equivalent",""
"Female","464"
"Male","932"
"Intermediate and Equivalent",""
"Female","1552"
"Male","2188"
"Level not Stated",""
"Female","165"
"Male","139"
"Lower Secondary (Class 6-8)",""
"Female","5613"
"Male","7936"
"Non Formal Education",""
"Female","468"
"Male","578"
"Others",""
"Female","38"
"Male","34"
"Post Graduate Equivalent and Above",""
"Female","61"
"Male","240"
"Primary Education (1-5 Class)",""
"Female","12245"
"Male","15345"
"Secondary Level (Class 9-10)",""
"Female","3101"
"Male","4506"
"SLC and Equivalent",""
"Female","2709"
"Male","4013"
