"Population by Mother tongue","Number"
"Bahing",""
"Female","80"
"Male","64"
"Bantawa",""
"Female","143"
"Male","142"
"Belhare",""
"Female","39"
"Male","29"
"Bhojpuri",""
"Female","3"
"Male","9"
"Bhujel",""
"Female","107"
"Male","82"
"Bote",""
"Female","11"
"Male","11"
"Chamling",""
"Female","731"
"Male","662"
"Dumi",""
"Female","101"
"Male","85"
"Gurung",""
"Female","2444"
"Male","2167"
"Jero/Jerung",""
"Female","54"
"Male","57"
"Khaling",""
"Female","930"
"Male","859"
"Koyee",""
"Female","57"
"Male","51"
"Kulung",""
"Female","5394"
"Male","5116"
"Kumal",""
"Female","32"
"Male","24"
"Lhomi",""
"Female","306"
"Male","285"
"Limbu",""
"Female","4125"
"Male","3720"
"Lohorung",""
"Female","1504"
"Male","1315"
"Magar",""
"Female","1931"
"Male","1688"
"Maithili",""
"Female","162"
"Male","283"
"Majhi",""
"Female","28"
"Male","25"
"Mewahang",""
"Female","1260"
"Male","1232"
"Nachhiring",""
"Female","206"
"Male","184"
"Nepali",""
"Female","39000"
"Male","33862"
"Newar",""
"Female","1595"
"Male","1434"
"Not Reported",""
"Female","174"
"Male","168"
"Others",""
"Female","442"
"Male","421"
"Puma",""
"Female","19"
"Male","19"
"Rai",""
"Female","1861"
"Male","1624"
"Rajsthani",""
"Female","19"
"Male","16"
"Sampang",""
"Female","87"
"Male","94"
"Sanskrit",""
"Female","6"
"Male","6"
"Sherpa",""
"Female","6517"
"Male","6106"
"Sindhi",""
"Female","79"
"Male","69"
"Sunuwar",""
"Female","9"
"Male","6"
"Tamang",""
"Female","7337"
"Male","6659"
"Tharu",""
"Female","10"
"Male","28"
"Thulung",""
"Female","484"
"Male","491"
"Yakkha",""
"Female","3655"
"Male","3140"
"Yamphu/Yamphe",""
"Female","2563"
"Male","2484"
