"Population by Educational Attainment","Number"
"Beginners",""
"Female","1661"
"Male","1893"
"Graduate and Equivalent",""
"Female","294"
"Male","794"
"Intermediate and Equivalent",""
"Female","1271"
"Male","2023"
"Level not Stated",""
"Female","226"
"Male","206"
"Lower Secondary (Class 6-8)",""
"Female","10704"
"Male","10449"
"Non Formal Education",""
"Female","2701"
"Male","2951"
"Others",""
"Female","36"
"Male","46"
"Post Graduate Equivalent and Above",""
"Female","42"
"Male","259"
"Primary Education (1-5 Class)",""
"Female","23144"
"Male","24337"
"Secondary Level (Class 9-10)",""
"Female","4713"
"Male","5462"
"SLC and Equivalent",""
"Female","3693"
"Male","4591"
