"Population by Educational Attainment","Number"
"Beginners",""
"Female","308"
"Male","305"
"Graduate and Equivalent",""
"Female","48"
"Male","90"
"Intermediate and Equivalent",""
"Female","167"
"Male","272"
"Level not Stated",""
"Female","15"
"Male","8"
"Lower Secondary (Class 6-8)",""
"Female","2027"
"Male","1791"
"Non Formal Education",""
"Female","898"
"Male","472"
"Others",""
"Female","1"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","30"
"Primary Education (1-5 Class)",""
"Female","4367"
"Male","4409"
"Secondary Level (Class 9-10)",""
"Female","930"
"Male","723"
"SLC and Equivalent",""
"Female","627"
"Male","658"
