"Population by Educational Attainment","Number"
"Beginners",""
"Female","114"
"Male","157"
"","271"
"Graduate and Equivalent",""
"Female","31"
"Male","88"
"","119"
"Intermediate and Equivalent",""
"Female","226"
"Male","180"
"","406"
"Level not Stated",""
"Female","7"
"Male","18"
"","25"
"Lower Secondary (Class 6-8)",""
"Female","1134"
"Male","884"
"","2018"
"Non Formal Education",""
"Female","167"
"Male","146"
"","313"
"Others",""
"Female","1"
"Male","4"
"","5"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","38"
"","40"
"Primary Education (1-5 Class)",""
"Female","1711"
"Male","1731"
"","3442"
"Secondary Level (Class 9-10)",""
"Female","658"
"Male","520"
"","1178"
"SLC and Equivalent",""
"Female","683"
"Male","646"
"","1329"
