"Population by Single Year of Age","Number"
"0",""
"Female","173"
"Male","186"
"1",""
"Female","135"
"Male","128"
"10",""
"Female","391"
"Male","483"
"11",""
"Female","179"
"Male","152"
"12",""
"Female","347"
"Male","355"
"13",""
"Female","176"
"Male","158"
"14",""
"Female","216"
"Male","212"
"15",""
"Female","267"
"Male","229"
"16",""
"Female","243"
"Male","227"
"17",""
"Female","150"
"Male","131"
"18",""
"Female","266"
"Male","248"
"19",""
"Female","125"
"Male","117"
"2",""
"Female","215"
"Male","227"
"20",""
"Female","340"
"Male","263"
"21",""
"Female","87"
"Male","114"
"22",""
"Female","224"
"Male","206"
"23",""
"Female","144"
"Male","105"
"24",""
"Female","122"
"Male","117"
"25",""
"Female","481"
"Male","392"
"26",""
"Female","94"
"Male","111"
"27",""
"Female","102"
"Male","109"
"28",""
"Female","275"
"Male","184"
"29",""
"Female","47"
"Male","58"
"3",""
"Female","290"
"Male","256"
"30",""
"Female","441"
"Male","422"
"31",""
"Female","37"
"Male","35"
"32",""
"Female","166"
"Male","168"
"33",""
"Female","93"
"Male","46"
"34",""
"Female","64"
"Male","41"
"35",""
"Female","505"
"Male","468"
"36",""
"Female","49"
"Male","92"
"37",""
"Female","40"
"Male","38"
"38",""
"Female","143"
"Male","104"
"39",""
"Female","26"
"Male","32"
"4",""
"Female","247"
"Male","236"
"40",""
"Female","421"
"Male","423"
"41",""
"Female","24"
"Male","26"
"42",""
"Female","78"
"Male","92"
"43",""
"Female","63"
"Male","27"
"44",""
"Female","35"
"Male","34"
"45",""
"Female","311"
"Male","369"
"46",""
"Female","38"
"Male","30"
"47",""
"Female","16"
"Male","40"
"48",""
"Female","90"
"Male","93"
"49",""
"Female","9"
"Male","23"
"5",""
"Female","371"
"Male","346"
"50",""
"Female","292"
"Male","319"
"51",""
"Female","20"
"Male","34"
"52",""
"Female","47"
"Male","59"
"53",""
"Female","31"
"Male","27"
"54",""
"Female","29"
"Male","27"
"55",""
"Female","260"
"Male","260"
"56",""
"Female","24"
"Male","41"
"57",""
"Female","20"
"Male","31"
"58",""
"Female","79"
"Male","72"
"59",""
"Female","45"
"Male","29"
"6",""
"Female","237"
"Male","266"
"60",""
"Female","260"
"Male","260"
"61",""
"Female","25"
"Male","21"
"62",""
"Female","58"
"Male","49"
"63",""
"Female","22"
"Male","22"
"64",""
"Female","18"
"Male","21"
"65",""
"Female","165"
"Male","171"
"66",""
"Female","4"
"Male","25"
"67",""
"Female","7"
"Male","14"
"68",""
"Female","29"
"Male","39"
"69",""
"Female","5"
"Male","6"
"7",""
"Female","288"
"Male","290"
"70",""
"Female","98"
"Male","158"
"71",""
"Female","5"
"Male","10"
"72",""
"Female","7"
"Male","16"
"73",""
"Female","7"
"Male","2"
"74",""
"Female","2"
"Male","1"
"75",""
"Female","77"
"Male","65"
"76",""
"Female","4"
"Male","6"
"77",""
"Female","2"
"Male","2"
"78",""
"Female","10"
"Male","4"
"79",""
"Female","2"
"Male","4"
"8",""
"Female","344"
"Male","368"
"80",""
"Female","25"
"Male","48"
"81",""
"Female","2"
"Male","1"
"82",""
"Female","2"
"Male","1"
"83",""
"Female","1"
"Male","0"
"84",""
"Female","1"
"Male","1"
"85",""
"Female","25"
"Male","20"
"9",""
"Female","162"
"Male","197"
