"Population by disability type","Number"
"Blind/low vision",""
"Female","57"
"Male","66"
"","123"
"Deaf/hard of hearing",""
"Female","80"
"Male","98"
"","178"
"Deaf-Blind",""
"Female","4"
"Male","6"
"","10"
"Intellectual disable",""
"Female","31"
"Male","36"
"","67"
"Mental disable",""
"Female","32"
"Male","34"
"","66"
"Multiple disable",""
"Female","38"
"Male","49"
"","87"
"No disability",""
"Female","22325"
"Male","19086"
"","41411"
"Physical",""
"Female","122"
"Male","148"
"","270"
"Speech problem",""
"Female","92"
"Male","82"
"","174"
