"Population by Educational Attainment","Number"
"Beginners",""
"Female","5134"
"Male","6223"
"Graduate and Equivalent",""
"Female","1365"
"Male","4334"
"Intermediate and Equivalent",""
"Female","4799"
"Male","10301"
"Level not Stated",""
"Female","801"
"Male","1182"
"Lower Secondary (Class 6-8)",""
"Female","24422"
"Male","42391"
"Non Formal Education",""
"Female","1216"
"Male","1644"
"Others",""
"Female","358"
"Male","256"
"Post Graduate Equivalent and Above",""
"Female","208"
"Male","1096"
"Primary Education (1-5 Class)",""
"Female","66968"
"Male","89831"
"Secondary Level (Class 9-10)",""
"Female","10616"
"Male","22259"
"SLC and Equivalent",""
"Female","8972"
"Male","18414"
