"Population by Caste Ethinicity","Number"
"Badi",""
"Female","15"
"Male","6"
"","21"
"Bangali",""
"Female","2"
"Male","10"
"","12"
"Bote",""
"Female","266"
"Male","241"
"","507"
"Brahman - Hill",""
"Female","5467"
"Male","4231"
"","9698"
"Brahman - Tarai",""
"Female","4"
"Male","7"
"","11"
"Chamar/ Harijan/ Ram",""
"Female","14"
"Male","7"
"","21"
"Chhetri",""
"Female","2199"
"Male","1802"
"","4001"
"Damai/Dholi",""
"Female","527"
"Male","457"
"","984"
"Darai",""
"Female","350"
"Male","264"
"","614"
"Ghale",""
"Female","21"
"Male","21"
"","42"
"Gharti/Bhujel",""
"Female","52"
"Male","35"
"","87"
"Gurung",""
"Female","554"
"Male","423"
"","977"
"Hajam/Thakur",""
"Female","8"
"Male","13"
"","21"
"Halwai",""
"Female","4"
"Male","11"
"","15"
"Hyolmo",""
"Female","30"
"Male","21"
"","51"
"Jhangad/ Dhagar",""
"Female","17"
"Male","15"
"","32"
"Kami",""
"Female","1388"
"Male","1036"
"","2424"
"Kathabaniyan",""
"Female","66"
"Male","76"
"","142"
"Koiri/Kushwaha",""
"Female","18"
"Male","19"
"","37"
"Kumal",""
"Female","3626"
"Male","2860"
"","6486"
"Lohar",""
"Female","3"
"Male","8"
"","11"
"Magar",""
"Female","5894"
"Male","4640"
"","10534"
"Majhi",""
"Female","11"
"Male","7"
"","18"
"Mallaha",""
"Female","7"
"Male","9"
"","16"
"Musahar",""
"Female","89"
"Male","75"
"","164"
"Musalman",""
"Female","63"
"Male","69"
"","132"
"Newar",""
"Female","570"
"Male","417"
"","987"
"Others",""
"Female","47"
"Male","51"
"","98"
"Rai",""
"Female","23"
"Male","19"
"","42"
"Sanyasi/Dasnami",""
"Female","168"
"Male","119"
"","287"
"Sarki",""
"Female","246"
"Male","187"
"","433"
"Sunuwar",""
"Female","45"
"Male","35"
"","80"
"Tamang",""
"Female","194"
"Male","152"
"","346"
"Teli",""
"Female","2"
"Male","9"
"","11"
"Thakuri",""
"Female","737"
"Male","527"
"","1264"
"Tharu",""
"Female","7339"
"Male","6144"
"","13483"
"Yadav",""
"Female","17"
"Male","34"
"","51"
