"Population by Educational Attainment","Number"
"Beginners",""
"Female","632"
"Male","647"
"Graduate and Equivalent",""
"Female","722"
"Male","1153"
"Intermediate and Equivalent",""
"Female","2173"
"Male","2595"
"Level not Stated",""
"Female","96"
"Male","132"
"Lower Secondary (Class 6-8)",""
"Female","3678"
"Male","4279"
"Non Formal Education",""
"Female","1408"
"Male","1256"
"Others",""
"Female","14"
"Male","11"
"Post Graduate Equivalent and Above",""
"Female","154"
"Male","388"
"Primary Education (1-5 Class)",""
"Female","5257"
"Male","5853"
"Secondary Level (Class 9-10)",""
"Female","2696"
"Male","3147"
"SLC and Equivalent",""
"Female","2625"
"Male","3500"
