"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","7"
"Male","7"
"Bangali",""
"Female","5"
"Male","11"
"Brahman - Hill",""
"Female","7031"
"Male","6764"
"Brahman - Tarai",""
"Female","10"
"Male","10"
"Chamar/ Harijan/ Ram",""
"Female","3"
"Male","13"
"Chhetri",""
"Female","5857"
"Male","5550"
"Dalit Others",""
"Female","107"
"Male","101"
"Damai/Dholi",""
"Female","341"
"Male","282"
"Danuwar",""
"Female","11"
"Male","26"
"Dhanuk",""
"Female","5"
"Male","14"
"Dhobi",""
"Female","4"
"Male","9"
"Gaine",""
"Female","8"
"Male","5"
"Gharti/Bhujel",""
"Female","390"
"Male","368"
"Gurung",""
"Female","116"
"Male","99"
"Hajam/Thakur",""
"Female","4"
"Male","19"
"Kalwar",""
"Female","16"
"Male","23"
"Kami",""
"Female","406"
"Male","368"
"Kanu",""
"Female","2"
"Male","11"
"Kathabaniyan",""
"Female","8"
"Male","12"
"Kayastha",""
"Female","4"
"Male","11"
"Koiri/Kushwaha",""
"Female","3"
"Male","18"
"Kurmi",""
"Female","3"
"Male","11"
"Limbu",""
"Female","25"
"Male","33"
"Magar",""
"Female","608"
"Male","606"
"Majhi",""
"Female","27"
"Male","44"
"Marwadi",""
"Female","10"
"Male","13"
"Musalman",""
"Female","30"
"Male","100"
"Newar",""
"Female","9284"
"Male","8838"
"Others",""
"Female","39"
"Male","41"
"Pahari",""
"Female","5"
"Male","6"
"Rai",""
"Female","143"
"Male","135"
"Sanyasi/Dasnami",""
"Female","207"
"Male","198"
"Sarki",""
"Female","522"
"Male","442"
"Sherpa",""
"Female","12"
"Male","11"
"Sudhi",""
"Female","9"
"Male","9"
"Sunuwar",""
"Female","10"
"Male","12"
"Tamang",""
"Female","2840"
"Male","2725"
"Teli",""
"Female","23"
"Male","87"
"Terai Others",""
"Female","68"
"Male","103"
"Thakuri",""
"Female","35"
"Male","52"
"Thami",""
"Female","3"
"Male","11"
"Tharu",""
"Female","46"
"Male","57"
"Undefined Others",""
"Female","8"
"Male","6"
"Yadav",""
"Female","28"
"Male","44"
