"Population by disability type","Number"
"Blind/low vision",""
"Female","320"
"Male","325"
"","645"
"Deaf/hard of hearing",""
"Female","214"
"Male","255"
"","469"
"Deaf-Blind",""
"Female","45"
"Male","41"
"","86"
"Intellectual disable",""
"Female","38"
"Male","51"
"","89"
"Mental disable",""
"Female","92"
"Male","83"
"","175"
"Multiple disable",""
"Female","125"
"Male","156"
"","281"
"No disability",""
"Female","77631"
"Male","65706"
"","143337"
"Physical",""
"Female","592"
"Male","750"
"","1342"
"Speech problem",""
"Female","190"
"Male","210"
"","400"
