"Population by Educational Attainment","Number"
"Beginners",""
"Female","80"
"Male","93"
"Graduate and Equivalent",""
"Female","11"
"Male","47"
"Intermediate and Equivalent",""
"Female","83"
"Male","100"
"Level not Stated",""
"Female","21"
"Male","23"
"Lower Secondary (Class 6-8)",""
"Female","862"
"Male","799"
"Non Formal Education",""
"Female","80"
"Male","75"
"Others",""
"Female","2"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","15"
"Primary Education (1-5 Class)",""
"Female","1259"
"Male","1312"
"Secondary Level (Class 9-10)",""
"Female","483"
"Male","443"
"SLC and Equivalent",""
"Female","392"
"Male","429"
