"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","21"
"Male","30"
"","51"
"Baraee",""
"Female","314"
"Male","308"
"","622"
"Brahman - Hill",""
"Female","145"
"Male","157"
"","302"
"Brahman - Tarai",""
"Female","338"
"Male","405"
"","743"
"Chamar/ Harijan/ Ram",""
"Female","624"
"Male","629"
"","1253"
"Chhetri",""
"Female","40"
"Male","45"
"","85"
"Dhankar/ Dharikar",""
"Female","13"
"Male","13"
"","26"
"Dhanuk",""
"Female","285"
"Male","315"
"","600"
"Dhobi",""
"Female","85"
"Male","101"
"","186"
"Dhunia",""
"Female","17"
"Male","13"
"","30"
"Dom",""
"Female","25"
"Male","25"
"","50"
"Dusadh/ Pasawan/ Pasi",""
"Female","76"
"Male","83"
"","159"
"Hajam/Thakur",""
"Female","264"
"Male","250"
"","514"
"Halwai",""
"Female","37"
"Male","42"
"","79"
"Kalwar",""
"Female","175"
"Male","200"
"","375"
"Kami",""
"Female","19"
"Male","13"
"","32"
"Kathabaniyan",""
"Female","52"
"Male","56"
"","108"
"Kayastha",""
"Female","31"
"Male","23"
"","54"
"Kewat",""
"Female","69"
"Male","51"
"","120"
"Khatwe",""
"Female","812"
"Male","822"
"","1634"
"Koiri/Kushwaha",""
"Female","8"
"Male","9"
"","17"
"Kurmi",""
"Female","377"
"Male","411"
"","788"
"Lohar",""
"Female","130"
"Male","122"
"","252"
"Mali",""
"Female","27"
"Male","24"
"","51"
"Mallaha",""
"Female","133"
"Male","118"
"","251"
"Musahar",""
"Female","508"
"Male","524"
"","1032"
"Musalman",""
"Female","1074"
"Male","1123"
"","2197"
"Nuniya",""
"Female","297"
"Male","280"
"","577"
"Others",""
"Female","48"
"Male","34"
"","82"
"Sonar",""
"Female","325"
"Male","287"
"","612"
"Sudhi",""
"Female","641"
"Male","683"
"","1324"
"Tamang",""
"Female","10"
"Male","5"
"","15"
"Tatma/Tatwa",""
"Female","733"
"Male","734"
"","1467"
"Teli",""
"Female","575"
"Male","611"
"","1186"
"Terai Others",""
"Female","13"
"Male","23"
"","36"
"Tharu",""
"Female","58"
"Male","65"
"","123"
"Yadav",""
"Female","5423"
"Male","5783"
"","11206"
"Yakkha",""
"Female","9"
"Male","3"
"","12"
