"Population by Educational Attainment","Number"
"Beginners",""
"Female","66"
"Male","93"
"","159"
"Graduate and Equivalent",""
"Female","46"
"Male","220"
"","266"
"Intermediate and Equivalent",""
"Female","175"
"Male","453"
"","628"
"Level not Stated",""
"Female","76"
"Male","117"
"","193"
"Lower Secondary (Class 6-8)",""
"Female","1071"
"Male","1656"
"","2727"
"Non Formal Education",""
"Female","24"
"Male","27"
"","51"
"Others",""
"Female","3"
"Male","11"
"","14"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","60"
"","68"
"Primary Education (1-5 Class)",""
"Female","3024"
"Male","3571"
"","6595"
"Secondary Level (Class 9-10)",""
"Female","578"
"Male","1377"
"","1955"
"SLC and Equivalent",""
"Female","229"
"Male","523"
"","752"
