"Population by Educational Attainment","Number"
"Beginners",""
"Female","468"
"Male","525"
"Graduate and Equivalent",""
"Female","36"
"Male","100"
"Intermediate and Equivalent",""
"Female","339"
"Male","406"
"Level not Stated",""
"Female","44"
"Male","51"
"Lower Secondary (Class 6-8)",""
"Female","3155"
"Male","3079"
"Non Formal Education",""
"Female","581"
"Male","629"
"Others",""
"Female","13"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","21"
"Primary Education (1-5 Class)",""
"Female","5321"
"Male","5740"
"Secondary Level (Class 9-10)",""
"Female","1573"
"Male","1622"
"SLC and Equivalent",""
"Female","1200"
"Male","1172"
