"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","10"
"Male","6"
"Bahing",""
"Female","8"
"Male","9"
"Bantaba",""
"Female","82"
"Male","52"
"Brahman - Hill",""
"Female","2044"
"Male","1661"
"Chamling",""
"Female","44"
"Male","32"
"Chhetri",""
"Female","5011"
"Male","4217"
"Damai/Dholi",""
"Female","535"
"Male","432"
"Dhanuk",""
"Female","8"
"Male","9"
"Dhimal",""
"Female","27"
"Male","25"
"Dom",""
"Female","11"
"Male","11"
"Dusadh/ Pasawan/ Pasi",""
"Female","11"
"Male","12"
"Gaderi/Bhedihar",""
"Female","16"
"Male","16"
"Gharti/Bhujel",""
"Female","194"
"Male","168"
"Gurung",""
"Female","23"
"Male","38"
"Hajam/Thakur",""
"Female","28"
"Male","35"
"Halwai",""
"Female","39"
"Male","39"
"Jhangad/ Dhagar",""
"Female","34"
"Male","22"
"Kami",""
"Female","1553"
"Male","1335"
"Kewat",""
"Female","10"
"Male","4"
"Koiri/Kushwaha",""
"Female","44"
"Male","39"
"Kumal",""
"Female","9"
"Male","10"
"Limbu",""
"Female","73"
"Male","56"
"Magar",""
"Female","1358"
"Male","1202"
"Majhi",""
"Female","638"
"Male","561"
"Musahar",""
"Female","68"
"Male","65"
"Musalman",""
"Female","26"
"Male","15"
"Newar",""
"Female","669"
"Male","559"
"Others",""
"Female","22"
"Male","20"
"Pahari",""
"Female","10"
"Male","7"
"Rai",""
"Female","6336"
"Male","5669"
"Samgpang",""
"Female","9"
"Male","10"
"Sanyasi/Dasnami",""
"Female","149"
"Male","123"
"Sarki",""
"Female","455"
"Male","400"
"Sherpa",""
"Female","10"
"Male","10"
"Sunuwar",""
"Female","6"
"Male","6"
"Tamang",""
"Female","969"
"Male","814"
"Teli",""
"Female","103"
"Male","98"
"Terai Others",""
"Female","20"
"Male","16"
"Thakuri",""
"Female","19"
"Male","12"
"Thami",""
"Female","59"
"Male","47"
"Tharu",""
"Female","2010"
"Male","1695"
"Thulung",""
"Female","8"
"Male","5"
"Yadav",""
"Female","23"
"Male","43"
