"Population by Educational Attainment","Number"
"Beginners",""
"Female","49"
"Male","45"
"","94"
"Graduate and Equivalent",""
"Female","13"
"Male","26"
"","39"
"Intermediate and Equivalent",""
"Female","42"
"Male","93"
"","135"
"Level not Stated",""
"Female","22"
"Male","29"
"","51"
"Lower Secondary (Class 6-8)",""
"Female","771"
"Male","768"
"","1539"
"Non Formal Education",""
"Female","199"
"Male","187"
"","386"
"Others",""
"Female","1"
"Male","2"
"","3"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","5"
"","5"
"Primary Education (1-5 Class)",""
"Female","1843"
"Male","2130"
"","3973"
"Secondary Level (Class 9-10)",""
"Female","415"
"Male","501"
"","916"
"SLC and Equivalent",""
"Female","220"
"Male","240"
"","460"
