"Population by Educational Attainment","Number"
"Beginners",""
"Female","229"
"Male","236"
"","465"
"Graduate and Equivalent",""
"Female","10"
"Male","45"
"","55"
"Intermediate and Equivalent",""
"Female","44"
"Male","131"
"","175"
"Level not Stated",""
"Female","3"
"Male","7"
"","10"
"Lower Secondary (Class 6-8)",""
"Female","238"
"Male","639"
"","877"
"Non Formal Education",""
"Female","397"
"Male","138"
"","535"
"Others",""
"Female","4"
"Male","2"
"","6"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","6"
"","6"
"Primary Education (1-5 Class)",""
"Female","1427"
"Male","2008"
"","3435"
"Secondary Level (Class 9-10)",""
"Female","95"
"Male","351"
"","446"
"SLC and Equivalent",""
"Female","63"
"Male","210"
"","273"
