"Population by disability type","Number"
"Blind/low vision",""
"Female","66"
"Male","83"
"","149"
"Deaf/hard of hearing",""
"Female","29"
"Male","29"
"","58"
"Deaf-Blind",""
"Female","4"
"Male","10"
"","14"
"Intellectual disable",""
"Female","3"
"Male","2"
"","5"
"Mental disable",""
"Female","13"
"Male","14"
"","27"
"Multiple disable",""
"Female","25"
"Male","28"
"","53"
"No disability",""
"Female","18836"
"Male","19257"
"","38093"
"Physical",""
"Female","54"
"Male","106"
"","160"
"Speech problem",""
"Female","17"
"Male","31"
"","48"
