"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","9"
"Male","10"
"","19"
"Baraee",""
"Female","75"
"Male","81"
"","156"
"Bin",""
"Female","52"
"Male","61"
"","113"
"Brahman - Hill",""
"Female","1026"
"Male","915"
"","1941"
"Brahman - Tarai",""
"Female","117"
"Male","116"
"","233"
"Chamar/ Harijan/ Ram",""
"Female","1647"
"Male","1739"
"","3386"
"Chhetri",""
"Female","566"
"Male","556"
"","1122"
"Damai/Dholi",""
"Female","37"
"Male","33"
"","70"
"Dhanuk",""
"Female","373"
"Male","384"
"","757"
"Dhobi",""
"Female","497"
"Male","547"
"","1044"
"Dom",""
"Female","59"
"Male","63"
"","122"
"Dusadh/ Pasawan/ Pasi",""
"Female","621"
"Male","609"
"","1230"
"Ghale",""
"Female","22"
"Male","24"
"","46"
"Gharti/Bhujel",""
"Female","14"
"Male","19"
"","33"
"Gurung",""
"Female","77"
"Male","72"
"","149"
"Hajam/Thakur",""
"Female","124"
"Male","130"
"","254"
"Jhangad/ Dhagar",""
"Female","255"
"Male","245"
"","500"
"Kalwar",""
"Female","102"
"Male","90"
"","192"
"Kami",""
"Female","91"
"Male","101"
"","192"
"Kanu",""
"Female","204"
"Male","225"
"","429"
"Kathabaniyan",""
"Female","30"
"Male","44"
"","74"
"Kayastha",""
"Female","15"
"Male","18"
"","33"
"Koiri/Kushwaha",""
"Female","66"
"Male","89"
"","155"
"Kumhar",""
"Female","113"
"Male","112"
"","225"
"Kurmi",""
"Female","767"
"Male","829"
"","1596"
"Limbu",""
"Female","14"
"Male","12"
"","26"
"Lohar",""
"Female","115"
"Male","121"
"","236"
"Magar",""
"Female","119"
"Male","91"
"","210"
"Majhi",""
"Female","16"
"Male","11"
"","27"
"Mali",""
"Female","16"
"Male","20"
"","36"
"Mallaha",""
"Female","731"
"Male","726"
"","1457"
"Musahar",""
"Female","1131"
"Male","1147"
"","2278"
"Musalman",""
"Female","1706"
"Male","1796"
"","3502"
"Natuwa",""
"Female","15"
"Male","13"
"","28"
"Newar",""
"Female","151"
"Male","169"
"","320"
"Nuniya",""
"Female","144"
"Male","163"
"","307"
"Others",""
"Female","24"
"Male","11"
"","35"
"Rai",""
"Female","9"
"Male","7"
"","16"
"Rajbhar",""
"Female","59"
"Male","64"
"","123"
"Rajput",""
"Female","8"
"Male","8"
"","16"
"Sanyasi/Dasnami",""
"Female","97"
"Male","93"
"","190"
"Sarki",""
"Female","64"
"Male","62"
"","126"
"Sonar",""
"Female","27"
"Male","22"
"","49"
"Tamang",""
"Female","907"
"Male","877"
"","1784"
"Tatma/Tatwa",""
"Female","69"
"Male","62"
"","131"
"Teli",""
"Female","406"
"Male","454"
"","860"
"Terai Others",""
"Female","42"
"Male","39"
"","81"
"Tharu",""
"Female","4499"
"Male","4548"
"","9047"
"Yadav",""
"Female","1674"
"Male","1875"
"","3549"
"Yakkha",""
"Female","45"
"Male","57"
"","102"
