"Population by Mother tongue","Number"
"Avadhi",""
"Female","9"
"Male","10"
"Bangla",""
"Female","316"
"Male","390"
"Bantawa",""
"Female","151"
"Male","118"
"Bhojpuri",""
"Female","425"
"Male","472"
"Chamling",""
"Female","123"
"Male","102"
"Danuwar",""
"Female","17"
"Male","13"
"Dhimal",""
"Female","243"
"Male","222"
"Doteli",""
"Female","10"
"Male","14"
"Dumi",""
"Female","6"
"Male","10"
"Dungmali",""
"Female","9"
"Male","9"
"Gurung",""
"Female","401"
"Male","327"
"Hindi",""
"Female","338"
"Male","377"
"Khaling",""
"Female","16"
"Male","10"
"Kulung",""
"Female","18"
"Male","13"
"Kurmali",""
"Female","43"
"Male","38"
"Limbu",""
"Female","1885"
"Male","1578"
"Magar",""
"Female","400"
"Male","357"
"Maithili",""
"Female","2375"
"Male","2695"
"Majhi",""
"Female","22"
"Male","17"
"Meche",""
"Female","46"
"Male","41"
"Nachhiring",""
"Female","27"
"Male","15"
"Nepali",""
"Female","24978"
"Male","22676"
"Newar",""
"Female","536"
"Male","509"
"Not Reported",""
"Female","96"
"Male","88"
"Others",""
"Female","143"
"Male","142"
"Rai",""
"Female","845"
"Male","758"
"Rajbanshi",""
"Female","3985"
"Male","3918"
"Rajsthani",""
"Female","647"
"Male","688"
"Sampang",""
"Female","16"
"Male","15"
"Santhali",""
"Female","1389"
"Male","1468"
"Sherpa",""
"Female","62"
"Male","52"
"Sign Language",""
"Female","16"
"Male","10"
"Sunuwar",""
"Female","88"
"Male","78"
"Tajpuriya",""
"Female","33"
"Male","39"
"Tamang",""
"Female","579"
"Male","538"
"Tharu",""
"Female","771"
"Male","778"
"Thulung",""
"Female","17"
"Male","20"
"Uranw/Urau",""
"Female","23"
"Male","36"
"Urdu",""
"Female","1009"
"Male","1094"
"Yakkha",""
"Female","17"
"Male","13"
