"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","9"
"Male","16"
"Brahman - Hill",""
"Female","6621"
"Male","5226"
"Chhetri",""
"Female","4338"
"Male","3186"
"Dalit Others",""
"Female","6"
"Male","9"
"Damai/Dholi",""
"Female","1303"
"Male","981"
"Gaine",""
"Female","53"
"Male","40"
"Gharti/Bhujel",""
"Female","1088"
"Male","830"
"Gurung",""
"Female","3109"
"Male","2466"
"Hajam/Thakur",""
"Female","30"
"Male","23"
"Kami",""
"Female","1736"
"Male","1296"
"Kathabaniyan",""
"Female","35"
"Male","30"
"Kumal",""
"Female","215"
"Male","179"
"Kurmi",""
"Female","4"
"Male","9"
"Limbu",""
"Female","11"
"Male","9"
"Magar",""
"Female","2843"
"Male","2213"
"Majhi",""
"Female","86"
"Male","90"
"Musalman",""
"Female","459"
"Male","386"
"Newar",""
"Female","820"
"Male","686"
"Others",""
"Female","42"
"Male","39"
"Rai",""
"Female","53"
"Male","53"
"Sanyasi/Dasnami",""
"Female","289"
"Male","213"
"Sarki",""
"Female","826"
"Male","648"
"Sunuwar",""
"Female","11"
"Male","14"
"Tamang",""
"Female","33"
"Male","38"
"Teli",""
"Female","5"
"Male","8"
"Terai Others",""
"Female","19"
"Male","16"
"Thakali",""
"Female","20"
"Male","14"
"Thakuri",""
"Female","1146"
"Male","878"
"Tharu",""
"Female","28"
"Male","42"
