"Population by Mother tongue","Number"
"Bahing",""
"Female","9"
"Male","14"
"Bantawa",""
"Female","5611"
"Male","4924"
"Bhojpuri",""
"Female","78"
"Male","94"
"Bhujel",""
"Female","42"
"Male","46"
"Chamling",""
"Female","643"
"Male","602"
"Doteli",""
"Female","7"
"Male","8"
"Dumi",""
"Female","8"
"Male","5"
"Gurung",""
"Female","1073"
"Male","1005"
"Hindi",""
"Female","19"
"Male","25"
"Khaling",""
"Female","162"
"Male","160"
"Koyee",""
"Female","5"
"Male","6"
"Kulung",""
"Female","14"
"Male","21"
"Limbu",""
"Female","41016"
"Male","35819"
"Magar",""
"Female","3050"
"Male","2549"
"Maithili",""
"Female","182"
"Male","305"
"Majhi",""
"Female","16"
"Male","15"
"Nachhiring",""
"Female","103"
"Male","110"
"Nepali",""
"Female","34422"
"Male","30153"
"Newar",""
"Female","538"
"Male","489"
"Not Reported",""
"Female","244"
"Male","230"
"Others",""
"Female","234"
"Male","200"
"Puma",""
"Female","8"
"Male","5"
"Rai",""
"Female","5352"
"Male","4661"
"Rajbanshi",""
"Female","17"
"Male","41"
"Sampang",""
"Female","308"
"Male","269"
"Sherpa",""
"Female","305"
"Male","272"
"Sign Language",""
"Female","11"
"Male","12"
"Sunuwar",""
"Female","751"
"Male","663"
"Tamang",""
"Female","6796"
"Male","5663"
"Tharu",""
"Female","14"
"Male","31"
"Thulung",""
"Female","204"
"Male","198"
"Urdu",""
"Female","8"
"Male","13"
"Yakkha",""
"Female","331"
"Male","302"
