"Population by Educational Attainment","Number"
"Beginners",""
"Female","1913"
"Male","2153"
"Graduate and Equivalent",""
"Female","486"
"Male","1101"
"Intermediate and Equivalent",""
"Female","2311"
"Male","2469"
"Level not Stated",""
"Female","107"
"Male","137"
"Lower Secondary (Class 6-8)",""
"Female","15275"
"Male","14215"
"Non Formal Education",""
"Female","2638"
"Male","2958"
"Others",""
"Female","6"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","60"
"Male","298"
"Primary Education (1-5 Class)",""
"Female","24437"
"Male","27408"
"Secondary Level (Class 9-10)",""
"Female","8689"
"Male","8728"
"SLC and Equivalent",""
"Female","6831"
"Male","6338"
