"Population by Educational Attainment","Number"
"Beginners",""
"Female","711"
"Male","893"
"","1604"
"Graduate and Equivalent",""
"Female","289"
"Male","897"
"","1186"
"Intermediate and Equivalent",""
"Female","902"
"Male","1587"
"","2489"
"Level not Stated",""
"Female","48"
"Male","55"
"","103"
"Lower Secondary (Class 6-8)",""
"Female","3334"
"Male","3963"
"","7297"
"Non Formal Education",""
"Female","568"
"Male","559"
"","1127"
"Others",""
"Female","7"
"Male","13"
"","20"
"Post Graduate Equivalent and Above",""
"Female","38"
"Male","216"
"","254"
"Primary Education (1-5 Class)",""
"Female","6729"
"Male","7778"
"","14507"
"Secondary Level (Class 9-10)",""
"Female","2032"
"Male","2682"
"","4714"
"SLC and Equivalent",""
"Female","2670"
"Male","3112"
"","5782"
