"Population by Mother tongue","Number"
"Bahing",""
"Female","7"
"Male","6"
"Bantawa",""
"Female","11"
"Male","6"
"Bhojpuri",""
"Female","77"
"Male","161"
"Chamling",""
"Female","8"
"Male","8"
"Chhantyal",""
"Female","39"
"Male","30"
"Danuwar",""
"Female","9"
"Male","11"
"Doteli",""
"Female","9"
"Male","16"
"Dura",""
"Female","8"
"Male","4"
"English",""
"Female","13"
"Male","23"
"Ghale",""
"Female","26"
"Male","25"
"Gurung",""
"Female","482"
"Male","497"
"Hindi",""
"Female","19"
"Male","48"
"Kham",""
"Female","39"
"Male","34"
"Limbu",""
"Female","51"
"Male","67"
"Lohorung",""
"Female","8"
"Male","8"
"Magar",""
"Female","426"
"Male","466"
"Maithili",""
"Female","93"
"Male","175"
"Majhi",""
"Female","8"
"Male","19"
"Nepali",""
"Female","29247"
"Male","30027"
"Newar",""
"Female","4705"
"Male","4629"
"Not Reported",""
"Female","5"
"Male","8"
"Others",""
"Female","54"
"Male","78"
"Rai",""
"Female","238"
"Male","285"
"Sampang",""
"Female","9"
"Male","5"
"Sherpa",""
"Female","126"
"Male","122"
"Sign Language",""
"Female","5"
"Male","6"
"Sunuwar",""
"Female","11"
"Male","12"
"Tamang",""
"Female","4231"
"Male","4460"
"Tharu",""
"Female","78"
"Male","107"
"Urdu",""
"Female","25"
"Male","33"
