"Population by Educational Attainment","Number"
"Beginners",""
"Female","942"
"Male","1122"
"Graduate and Equivalent",""
"Female","1341"
"Male","2403"
"Intermediate and Equivalent",""
"Female","3946"
"Male","5118"
"Level not Stated",""
"Female","118"
"Male","111"
"Lower Secondary (Class 6-8)",""
"Female","4861"
"Male","5654"
"Non Formal Education",""
"Female","1634"
"Male","1537"
"Others",""
"Female","27"
"Male","20"
"Post Graduate Equivalent and Above",""
"Female","359"
"Male","987"
"Primary Education (1-5 Class)",""
"Female","7066"
"Male","7811"
"Secondary Level (Class 9-10)",""
"Female","3731"
"Male","4595"
"SLC and Equivalent",""
"Female","3844"
"Male","5247"
