"Population by disability type","Number"
"Blind/low vision",""
"Female","110"
"Male","115"
"","225"
"Deaf/hard of hearing",""
"Female","114"
"Male","115"
"","229"
"Deaf-Blind",""
"Female","7"
"Male","11"
"","18"
"Intellectual disable",""
"Female","12"
"Male","16"
"","28"
"Mental disable",""
"Female","38"
"Male","35"
"","73"
"Multiple disable",""
"Female","49"
"Male","59"
"","108"
"No disability",""
"Female","35173"
"Male","29419"
"","64592"
"Physical",""
"Female","181"
"Male","249"
"","430"
"Speech problem",""
"Female","97"
"Male","92"
"","189"
