"Population by Educational Attainment","Number"
"Beginners",""
"Female","739"
"Male","831"
"","1570"
"Graduate and Equivalent",""
"Female","211"
"Male","414"
"","625"
"Intermediate and Equivalent",""
"Female","795"
"Male","923"
"","1718"
"Level not Stated",""
"Female","37"
"Male","36"
"","73"
"Lower Secondary (Class 6-8)",""
"Female","4827"
"Male","4764"
"","9591"
"Non Formal Education",""
"Female","1490"
"Male","1494"
"","2984"
"Others",""
"Female","0"
"Male","1"
"","1"
"Post Graduate Equivalent and Above",""
"Female","58"
"Male","169"
"","227"
"Primary Education (1-5 Class)",""
"Female","7268"
"Male","7668"
"","14936"
"Secondary Level (Class 9-10)",""
"Female","3485"
"Male","3409"
"","6894"
"SLC and Equivalent",""
"Female","2848"
"Male","2870"
"","5718"
