"Population by Educational Attainment","Number"
"Beginners",""
"Female","514"
"Male","510"
"","1024"
"Graduate and Equivalent",""
"Female","8"
"Male","91"
"","99"
"Intermediate and Equivalent",""
"Female","134"
"Male","363"
"","497"
"Level not Stated",""
"Female","8"
"Male","10"
"","18"
"Lower Secondary (Class 6-8)",""
"Female","810"
"Male","1501"
"","2311"
"Non Formal Education",""
"Female","315"
"Male","393"
"","708"
"Others",""
"Female","6"
"Male","8"
"","14"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","30"
"","34"
"Primary Education (1-5 Class)",""
"Female","2957"
"Male","3504"
"","6461"
"Secondary Level (Class 9-10)",""
"Female","288"
"Male","727"
"","1015"
"SLC and Equivalent",""
"Female","133"
"Male","416"
"","549"
