"Population by Educational Attainment","Number"
"Beginners",""
"Female","306"
"Male","331"
"","637"
"Graduate and Equivalent",""
"Female","67"
"Male","171"
"","238"
"Intermediate and Equivalent",""
"Female","336"
"Male","430"
"","766"
"Level not Stated",""
"Female","19"
"Male","25"
"","44"
"Lower Secondary (Class 6-8)",""
"Female","3341"
"Male","2691"
"","6032"
"Non Formal Education",""
"Female","1003"
"Male","943"
"","1946"
"Others",""
"Female","10"
"Male","18"
"","28"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","49"
"","58"
"Primary Education (1-5 Class)",""
"Female","5660"
"Male","5335"
"","10995"
"Secondary Level (Class 9-10)",""
"Female","948"
"Male","993"
"","1941"
"SLC and Equivalent",""
"Female","827"
"Male","1009"
"","1836"
