"Population by disability type","Number"
"Blind/low vision",""
"Female","64"
"Male","68"
"","132"
"Deaf/hard of hearing",""
"Female","87"
"Male","67"
"","154"
"Deaf-Blind",""
"Female","6"
"Male","6"
"","12"
"Intellectual disable",""
"Female","8"
"Male","22"
"","30"
"Mental disable",""
"Female","34"
"Male","30"
"","64"
"Multiple disable",""
"Female","29"
"Male","22"
"","51"
"No disability",""
"Female","21192"
"Male","16189"
"","37381"
"Physical",""
"Female","92"
"Male","147"
"","239"
"Speech problem",""
"Female","58"
"Male","53"
"","111"
