"Population by Caste/Ethinicity","Number"
"Baraee",""
"Female","22"
"Male","21"
"Brahman - Hill",""
"Female","17"
"Male","10"
"Brahman - Tarai",""
"Female","422"
"Male","396"
"Chamar/ Harijan/ Ram",""
"Female","750"
"Male","762"
"Chhetri",""
"Female","20"
"Male","23"
"Chidimar",""
"Female","8"
"Male","4"
"Dhanuk",""
"Female","105"
"Male","117"
"Dhobi",""
"Female","310"
"Male","309"
"Dusadh/ Pasawan/ Pasi",""
"Female","795"
"Male","786"
"Gharti/Bhujel",""
"Female","5"
"Male","8"
"Hajam/Thakur",""
"Female","174"
"Male","184"
"Halwai",""
"Female","17"
"Male","17"
"Kalwar",""
"Female","25"
"Male","26"
"Kanu",""
"Female","410"
"Male","450"
"Kathabaniyan",""
"Female","282"
"Male","313"
"Kayastha",""
"Female","13"
"Male","11"
"Kewat",""
"Female","34"
"Male","30"
"Koiri/Kushwaha",""
"Female","1643"
"Male","1693"
"Kumhar",""
"Female","127"
"Male","126"
"Kurmi",""
"Female","491"
"Male","503"
"Lohar",""
"Female","274"
"Male","278"
"Mali",""
"Female","56"
"Male","48"
"Mallaha",""
"Female","1282"
"Male","1331"
"Musahar",""
"Female","580"
"Male","597"
"Musalman",""
"Female","160"
"Male","169"
"Nuniya",""
"Female","68"
"Male","57"
"Others",""
"Female","32"
"Male","11"
"Rajdhob",""
"Female","48"
"Male","37"
"Rajput",""
"Female","180"
"Male","220"
"Sanyasi/Dasnami",""
"Female","24"
"Male","26"
"Sonar",""
"Female","547"
"Male","565"
"Teli",""
"Female","508"
"Male","521"
"Terai Others",""
"Female","8"
"Male","8"
"Tharu",""
"Female","8"
"Male","3"
"Undefined Others",""
"Female","9"
"Male","12"
"Yadav",""
"Female","2662"
"Male","3000"
