"Population by Educational Attainment","Number"
"Beginners",""
"Female","90"
"Male","102"
"Graduate and Equivalent",""
"Female","9"
"Male","79"
"Intermediate and Equivalent",""
"Female","98"
"Male","252"
"Level not Stated",""
"Female","13"
"Male","14"
"Lower Secondary (Class 6-8)",""
"Female","453"
"Male","971"
"Non Formal Education",""
"Female","10"
"Male","31"
"Others",""
"Female","5"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","16"
"Primary Education (1-5 Class)",""
"Female","1787"
"Male","2581"
"Secondary Level (Class 9-10)",""
"Female","157"
"Male","486"
"SLC and Equivalent",""
"Female","182"
"Male","495"
