"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","59"
"Male","57"
"Bangali",""
"Female","17"
"Male","34"
"Bantaba",""
"Female","13"
"Male","19"
"Bantar/Sardar",""
"Female","1"
"Male","11"
"Baraee",""
"Female","2"
"Male","10"
"Bhote",""
"Female","86"
"Male","98"
"Brahman - Hill",""
"Female","9272"
"Male","9641"
"Brahman - Tarai",""
"Female","24"
"Male","42"
"Chamar/ Harijan/ Ram",""
"Female","24"
"Male","48"
"Chamling",""
"Female","25"
"Male","23"
"Chepang /Praja",""
"Female","55"
"Male","67"
"Chhetri",""
"Female","7916"
"Male","7962"
"Dalit Others",""
"Female","222"
"Male","263"
"Damai/Dholi",""
"Female","319"
"Male","309"
"Danuwar",""
"Female","49"
"Male","61"
"Dhanuk",""
"Female","17"
"Male","41"
"Dhimal",""
"Female","149"
"Male","119"
"Dusadh/ Pasawan/ Pasi",""
"Female","8"
"Male","18"
"Foreigner",""
"Female","5"
"Male","12"
"Ghale",""
"Female","9"
"Male","15"
"Gharti/Bhujel",""
"Female","120"
"Male","146"
"Gurung",""
"Female","826"
"Male","748"
"Hajam/Thakur",""
"Female","32"
"Male","78"
"Halwai",""
"Female","14"
"Male","26"
"Hyolmo",""
"Female","546"
"Male","540"
"Jhangad/ Dhagar",""
"Female","13"
"Male","10"
"Jirel",""
"Female","19"
"Male","26"
"Kalwar",""
"Female","100"
"Male","206"
"Kami",""
"Female","1003"
"Male","1110"
"Kanu",""
"Female","5"
"Male","28"
"Kathabaniyan",""
"Female","28"
"Male","41"
"Kayastha",""
"Female","13"
"Male","18"
"Khatwe",""
"Female","0"
"Male","12"
"Khawas",""
"Female","6"
"Male","8"
"Koiri/Kushwaha",""
"Female","31"
"Male","72"
"Kulung",""
"Female","39"
"Male","53"
"Kumal",""
"Female","37"
"Male","34"
"Kurmi",""
"Female","8"
"Male","20"
"Limbu",""
"Female","431"
"Male","448"
"Lohar",""
"Female","11"
"Male","44"
"Magar",""
"Female","2045"
"Male","2023"
"Majhi",""
"Female","238"
"Male","235"
"Mallaha",""
"Female","7"
"Male","18"
"Marwadi",""
"Female","32"
"Male","35"
"Musahar",""
"Female","5"
"Male","7"
"Musalman",""
"Female","161"
"Male","307"
"Newar",""
"Female","6669"
"Male","6379"
"Others",""
"Female","51"
"Male","71"
"Pahari",""
"Female","57"
"Male","76"
"Punjabi/Sikh",""
"Female","8"
"Male","18"
"Rai",""
"Female","2398"
"Male","2058"
"Rajbansi",""
"Female","35"
"Male","26"
"Rajput",""
"Female","21"
"Male","34"
"Samgpang",""
"Female","4"
"Male","9"
"Sanyasi/Dasnami",""
"Female","436"
"Male","440"
"Sarki",""
"Female","101"
"Male","89"
"Sherpa",""
"Female","2457"
"Male","2232"
"Sonar",""
"Female","21"
"Male","15"
"Sudhi",""
"Female","12"
"Male","16"
"Sunuwar",""
"Female","266"
"Male","251"
"Tajpuriya",""
"Female","46"
"Male","45"
"Tamang",""
"Female","16230"
"Male","15655"
"Tatma/Tatwa",""
"Female","1"
"Male","12"
"Teli",""
"Female","63"
"Male","138"
"Terai Others",""
"Female","134"
"Male","242"
"Thakuri",""
"Female","184"
"Male","190"
"Thami",""
"Female","15"
"Male","15"
"Tharu",""
"Female","318"
"Male","412"
"Undefined Others",""
"Female","14"
"Male","8"
"Yadav",""
"Female","43"
"Male","151"
