"Population by Mother tongue","Number"
"Bahing",""
"Female","5"
"Male","11"
"Bangla",""
"Female","8"
"Male","15"
"Bantawa",""
"Female","11"
"Male","17"
"Bhojpuri",""
"Female","263"
"Male","578"
"Chamling",""
"Female","32"
"Male","33"
"Chepang",""
"Female","23"
"Male","31"
"Danuwar",""
"Female","18"
"Male","23"
"Dhimal",""
"Female","85"
"Male","65"
"Doteli",""
"Female","20"
"Male","11"
"Dumi",""
"Female","6"
"Male","7"
"Gurung",""
"Female","378"
"Male","340"
"Hindi",""
"Female","106"
"Male","283"
"Hyolmo/Yholmo",""
"Female","551"
"Male","554"
"Jirel",""
"Female","7"
"Male","14"
"Khaling",""
"Female","8"
"Male","7"
"Kulung",""
"Female","51"
"Male","65"
"Limbu",""
"Female","255"
"Male","280"
"Magar",""
"Female","926"
"Male","908"
"Maithili",""
"Female","429"
"Male","884"
"Majhi",""
"Female","29"
"Male","25"
"Nachhiring",""
"Female","4"
"Male","13"
"Nepali",""
"Female","27065"
"Male","26971"
"Newar",""
"Female","4905"
"Male","4827"
"Not Reported",""
"Female","43"
"Male","59"
"Others",""
"Female","144"
"Male","162"
"Rai",""
"Female","1337"
"Male","1152"
"Rajbanshi",""
"Female","16"
"Male","17"
"Rajsthani",""
"Female","11"
"Male","12"
"Sampang",""
"Female","7"
"Male","12"
"Sherpa",""
"Female","2224"
"Male","2026"
"Sunuwar",""
"Female","124"
"Male","114"
"Tajpuriya",""
"Female","23"
"Male","27"
"Tamang",""
"Female","14179"
"Male","13750"
"Thami",""
"Female","5"
"Male","8"
"Tharu",""
"Female","148"
"Male","200"
"Thulung",""
"Female","10"
"Male","10"
"Tibetan",""
"Female","110"
"Male","135"
"Uranw/Urau",""
"Female","7"
"Male","9"
"Urdu",""
"Female","44"
"Male","57"
"Wambule",""
"Female","9"
"Male","13"
