"Population by Caste/Ethinicity","Number"
"Amat",""
"Female","299"
"Male","319"
"Badhaee",""
"Female","224"
"Male","220"
"Badi",""
"Female","15"
"Male","9"
"Bangali",""
"Female","17"
"Male","13"
"Bantaba",""
"Female","9"
"Male","6"
"Bantar/Sardar",""
"Female","91"
"Male","74"
"Baraee",""
"Female","154"
"Male","147"
"Bin",""
"Female","33"
"Male","39"
"Brahman - Hill",""
"Female","4772"
"Male","4020"
"Brahman - Tarai",""
"Female","26"
"Male","26"
"Brahmu/ Baramo",""
"Female","72"
"Male","75"
"Chamar/ Harijan/ Ram",""
"Female","127"
"Male","117"
"Chhetri",""
"Female","4547"
"Male","3860"
"Dalit Others",""
"Female","42"
"Male","34"
"Damai/Dholi",""
"Female","446"
"Male","379"
"Danuwar",""
"Female","27"
"Male","21"
"Dhanuk",""
"Female","154"
"Male","148"
"Dhimal",""
"Female","69"
"Male","50"
"Dom",""
"Female","13"
"Male","13"
"Dusadh/ Pasawan/ Pasi",""
"Female","112"
"Male","111"
"Gaderi/Bhedihar",""
"Female","21"
"Male","22"
"Gangai",""
"Female","1709"
"Male","1602"
"Gharti/Bhujel",""
"Female","113"
"Male","82"
"Gurung",""
"Female","76"
"Male","68"
"Hajam/Thakur",""
"Female","209"
"Male","209"
"Halwai",""
"Female","135"
"Male","122"
"Hyolmo",""
"Female","10"
"Male","7"
"Janajati Others",""
"Female","14"
"Male","14"
"Kahar",""
"Female","36"
"Male","34"
"Kalwar",""
"Female","24"
"Male","35"
"Kamar",""
"Female","20"
"Male","25"
"Kami",""
"Female","294"
"Male","260"
"Kathabaniyan",""
"Female","62"
"Male","51"
"Kayastha",""
"Female","46"
"Male","39"
"Kewat",""
"Female","279"
"Male","283"
"Khawas",""
"Female","16"
"Male","15"
"Koiri/Kushwaha",""
"Female","89"
"Male","102"
"Kumal",""
"Female","93"
"Male","89"
"Kumhar",""
"Female","30"
"Male","27"
"Kurmi",""
"Female","24"
"Male","23"
"Kusunda",""
"Female","5"
"Male","6"
"Limbu",""
"Female","659"
"Male","532"
"Lodh",""
"Female","6"
"Male","5"
"Lohar",""
"Female","75"
"Male","58"
"Magar",""
"Female","241"
"Male","207"
"Majhi",""
"Female","449"
"Male","408"
"Mallaha",""
"Female","257"
"Male","256"
"Marwadi",""
"Female","12"
"Male","10"
"Meche",""
"Female","5"
"Male","6"
"Musahar",""
"Female","618"
"Male","613"
"Musalman",""
"Female","2206"
"Male","2089"
"Newar",""
"Female","742"
"Male","588"
"Nuniya",""
"Female","224"
"Male","233"
"Others",""
"Female","56"
"Male","37"
"Punjabi/Sikh",""
"Female","7"
"Male","7"
"Rai",""
"Female","525"
"Male","410"
"Rajbansi",""
"Female","1296"
"Male","1274"
"Rajput",""
"Female","22"
"Male","17"
"Sanyasi/Dasnami",""
"Female","546"
"Male","507"
"Sarki",""
"Female","142"
"Male","122"
"Satar/ Santhal",""
"Female","1307"
"Male","1224"
"Sonar",""
"Female","72"
"Male","77"
"Sudhi",""
"Female","168"
"Male","179"
"Sunuwar",""
"Female","26"
"Male","25"
"Tajpuriya",""
"Female","2400"
"Male","2295"
"Tamang",""
"Female","369"
"Male","287"
"Tatma/Tatwa",""
"Female","268"
"Male","266"
"Teli",""
"Female","542"
"Male","552"
"Terai Others",""
"Female","440"
"Male","444"
"Thakuri",""
"Female","19"
"Male","10"
"Tharu",""
"Female","249"
"Male","240"
"Undefined Others",""
"Female","74"
"Male","73"
"Yadav",""
"Female","446"
"Male","457"
"Yakkha",""
"Female","23"
"Male","31"
