"Population by Single Year of Age","Number"
"0",""
"Female","312"
"Male","311"
"1",""
"Female","248"
"Male","245"
"10",""
"Female","805"
"Male","858"
"11",""
"Female","276"
"Male","283"
"12",""
"Female","582"
"Male","619"
"13",""
"Female","346"
"Male","361"
"14",""
"Female","395"
"Male","468"
"15",""
"Female","391"
"Male","460"
"16",""
"Female","407"
"Male","464"
"17",""
"Female","244"
"Male","271"
"18",""
"Female","405"
"Male","461"
"19",""
"Female","196"
"Male","183"
"2",""
"Female","513"
"Male","389"
"20",""
"Female","537"
"Male","463"
"21",""
"Female","146"
"Male","203"
"22",""
"Female","289"
"Male","316"
"23",""
"Female","243"
"Male","202"
"24",""
"Female","204"
"Male","223"
"25",""
"Female","570"
"Male","597"
"26",""
"Female","177"
"Male","190"
"27",""
"Female","165"
"Male","200"
"28",""
"Female","381"
"Male","333"
"29",""
"Female","86"
"Male","113"
"3",""
"Female","568"
"Male","495"
"30",""
"Female","639"
"Male","703"
"31",""
"Female","63"
"Male","74"
"32",""
"Female","222"
"Male","261"
"33",""
"Female","169"
"Male","92"
"34",""
"Female","113"
"Male","99"
"35",""
"Female","554"
"Male","639"
"36",""
"Female","134"
"Male","136"
"37",""
"Female","97"
"Male","109"
"38",""
"Female","258"
"Male","199"
"39",""
"Female","71"
"Male","83"
"4",""
"Female","532"
"Male","502"
"40",""
"Female","537"
"Male","658"
"41",""
"Female","65"
"Male","57"
"42",""
"Female","122"
"Male","153"
"43",""
"Female","132"
"Male","67"
"44",""
"Female","49"
"Male","56"
"45",""
"Female","371"
"Male","554"
"46",""
"Female","63"
"Male","48"
"47",""
"Female","47"
"Male","51"
"48",""
"Female","146"
"Male","93"
"49",""
"Female","41"
"Male","35"
"5",""
"Female","633"
"Male","606"
"50",""
"Female","310"
"Male","458"
"51",""
"Female","32"
"Male","52"
"52",""
"Female","64"
"Male","67"
"53",""
"Female","80"
"Male","47"
"54",""
"Female","33"
"Male","21"
"55",""
"Female","257"
"Male","280"
"56",""
"Female","47"
"Male","51"
"57",""
"Female","31"
"Male","47"
"58",""
"Female","98"
"Male","53"
"59",""
"Female","32"
"Male","41"
"6",""
"Female","615"
"Male","552"
"60",""
"Female","278"
"Male","366"
"61",""
"Female","33"
"Male","37"
"62",""
"Female","71"
"Male","43"
"63",""
"Female","47"
"Male","31"
"64",""
"Female","30"
"Male","26"
"65",""
"Female","232"
"Male","242"
"66",""
"Female","28"
"Male","23"
"67",""
"Female","27"
"Male","27"
"68",""
"Female","43"
"Male","62"
"69",""
"Female","19"
"Male","25"
"7",""
"Female","486"
"Male","466"
"70",""
"Female","155"
"Male","178"
"71",""
"Female","14"
"Male","25"
"72",""
"Female","37"
"Male","27"
"73",""
"Female","24"
"Male","31"
"74",""
"Female","17"
"Male","18"
"75",""
"Female","75"
"Male","70"
"76",""
"Female","7"
"Male","4"
"77",""
"Female","8"
"Male","3"
"78",""
"Female","15"
"Male","8"
"79",""
"Female","1"
"Male","1"
"8",""
"Female","655"
"Male","683"
"80",""
"Female","54"
"Male","43"
"81",""
"Female","0"
"Male","2"
"82",""
"Female","2"
"Male","4"
"83",""
"Female","1"
"Male","0"
"84",""
"Female","4"
"Male","2"
"85",""
"Female","30"
"Male","27"
"9",""
"Female","317"
"Male","329"
