"Population by Educational Attainment","Number"
"Beginners",""
"Female","129"
"Male","190"
"Graduate and Equivalent",""
"Female","55"
"Male","169"
"Intermediate and Equivalent",""
"Female","218"
"Male","465"
"Level not Stated",""
"Female","46"
"Male","42"
"Lower Secondary (Class 6-8)",""
"Female","929"
"Male","1871"
"Non Formal Education",""
"Female","24"
"Male","101"
"Others",""
"Female","3"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","56"
"Primary Education (1-5 Class)",""
"Female","2629"
"Male","3844"
"Secondary Level (Class 9-10)",""
"Female","433"
"Male","1012"
"SLC and Equivalent",""
"Female","295"
"Male","759"
