"Population by Educational Attainment","Number"
"Beginners",""
"Female","141"
"Male","156"
"","297"
"Graduate and Equivalent",""
"Female","23"
"Male","65"
"","88"
"Intermediate and Equivalent",""
"Female","202"
"Male","195"
"","397"
"Level not Stated",""
"Female","34"
"Male","46"
"","80"
"Lower Secondary (Class 6-8)",""
"Female","1073"
"Male","1164"
"","2237"
"Non Formal Education",""
"Female","249"
"Male","205"
"","454"
"Others",""
"Female","5"
"Male","3"
"","8"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","32"
"","40"
"Primary Education (1-5 Class)",""
"Female","2017"
"Male","2394"
"","4411"
"Secondary Level (Class 9-10)",""
"Female","493"
"Male","548"
"","1041"
"SLC and Equivalent",""
"Female","395"
"Male","575"
"","970"
