"Population by Educational Attainment","Number"
"Beginners",""
"Female","345"
"Male","437"
"Graduate and Equivalent",""
"Female","48"
"Male","99"
"Intermediate and Equivalent",""
"Female","270"
"Male","343"
"Level not Stated",""
"Female","38"
"Male","40"
"Lower Secondary (Class 6-8)",""
"Female","1985"
"Male","2261"
"Non Formal Education",""
"Female","377"
"Male","450"
"Others",""
"Female","10"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","54"
"Primary Education (1-5 Class)",""
"Female","4586"
"Male","5523"
"Secondary Level (Class 9-10)",""
"Female","841"
"Male","947"
"SLC and Equivalent",""
"Female","619"
"Male","788"
