"Population by Educational Attainment","Number"
"Beginners",""
"Female","143"
"Male","135"
"Graduate and Equivalent",""
"Female","17"
"Male","58"
"Intermediate and Equivalent",""
"Female","84"
"Male","109"
"Level not Stated",""
"Female","31"
"Male","27"
"Lower Secondary (Class 6-8)",""
"Female","887"
"Male","888"
"Non Formal Education",""
"Female","67"
"Male","113"
"Others",""
"Female","0"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","6"
"Primary Education (1-5 Class)",""
"Female","1947"
"Male","2195"
"Secondary Level (Class 9-10)",""
"Female","328"
"Male","384"
"SLC and Equivalent",""
"Female","345"
"Male","380"
