"Population by Educational Attainment","Number"
"Beginners",""
"Female","130"
"Male","181"
"Graduate and Equivalent",""
"Female","15"
"Male","139"
"Intermediate and Equivalent",""
"Female","172"
"Male","512"
"Level not Stated",""
"Female","28"
"Male","47"
"Lower Secondary (Class 6-8)",""
"Female","1253"
"Male","1963"
"Non Formal Education",""
"Female","65"
"Male","120"
"Others",""
"Female","13"
"Male","24"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","39"
"Primary Education (1-5 Class)",""
"Female","3795"
"Male","4819"
"Secondary Level (Class 9-10)",""
"Female","436"
"Male","1042"
"SLC and Equivalent",""
"Female","332"
"Male","969"
