"Population by Single Year of Age","Number"
"0",""
"Female","113"
"Male","126"
"1",""
"Female","118"
"Male","94"
"10",""
"Female","192"
"Male","187"
"11",""
"Female","142"
"Male","115"
"12",""
"Female","188"
"Male","192"
"13",""
"Female","164"
"Male","177"
"14",""
"Female","142"
"Male","151"
"15",""
"Female","156"
"Male","152"
"16",""
"Female","166"
"Male","184"
"17",""
"Female","152"
"Male","153"
"18",""
"Female","194"
"Male","174"
"19",""
"Female","107"
"Male","92"
"2",""
"Female","111"
"Male","118"
"20",""
"Female","122"
"Male","100"
"21",""
"Female","104"
"Male","72"
"22",""
"Female","118"
"Male","97"
"23",""
"Female","98"
"Male","71"
"24",""
"Female","104"
"Male","79"
"25",""
"Female","103"
"Male","99"
"26",""
"Female","90"
"Male","73"
"27",""
"Female","60"
"Male","65"
"28",""
"Female","86"
"Male","83"
"29",""
"Female","58"
"Male","43"
"3",""
"Female","117"
"Male","109"
"30",""
"Female","115"
"Male","85"
"31",""
"Female","57"
"Male","41"
"32",""
"Female","65"
"Male","53"
"33",""
"Female","50"
"Male","45"
"34",""
"Female","63"
"Male","36"
"35",""
"Female","105"
"Male","86"
"36",""
"Female","54"
"Male","44"
"37",""
"Female","53"
"Male","58"
"38",""
"Female","54"
"Male","61"
"39",""
"Female","43"
"Male","38"
"4",""
"Female","160"
"Male","172"
"40",""
"Female","131"
"Male","94"
"41",""
"Female","52"
"Male","44"
"42",""
"Female","65"
"Male","58"
"43",""
"Female","64"
"Male","46"
"44",""
"Female","44"
"Male","49"
"45",""
"Female","66"
"Male","75"
"46",""
"Female","60"
"Male","28"
"47",""
"Female","48"
"Male","42"
"48",""
"Female","56"
"Male","80"
"49",""
"Female","43"
"Male","44"
"5",""
"Female","148"
"Male","134"
"50",""
"Female","72"
"Male","112"
"51",""
"Female","33"
"Male","57"
"52",""
"Female","52"
"Male","49"
"53",""
"Female","40"
"Male","38"
"54",""
"Female","31"
"Male","38"
"55",""
"Female","39"
"Male","48"
"56",""
"Female","29"
"Male","41"
"57",""
"Female","30"
"Male","31"
"58",""
"Female","35"
"Male","35"
"59",""
"Female","26"
"Male","37"
"6",""
"Female","183"
"Male","151"
"60",""
"Female","65"
"Male","58"
"61",""
"Female","38"
"Male","35"
"62",""
"Female","28"
"Male","32"
"63",""
"Female","19"
"Male","22"
"64",""
"Female","30"
"Male","24"
"65",""
"Female","39"
"Male","47"
"66",""
"Female","13"
"Male","18"
"67",""
"Female","22"
"Male","25"
"68",""
"Female","16"
"Male","29"
"69",""
"Female","15"
"Male","22"
"7",""
"Female","144"
"Male","150"
"70",""
"Female","41"
"Male","35"
"71",""
"Female","17"
"Male","12"
"72",""
"Female","18"
"Male","14"
"73",""
"Female","7"
"Male","18"
"74",""
"Female","11"
"Male","9"
"75",""
"Female","14"
"Male","20"
"76",""
"Female","11"
"Male","12"
"77",""
"Female","11"
"Male","15"
"78",""
"Female","12"
"Male","22"
"79",""
"Female","7"
"Male","8"
"8",""
"Female","186"
"Male","160"
"80",""
"Female","15"
"Male","24"
"81",""
"Female","4"
"Male","6"
"82",""
"Female","4"
"Male","5"
"83",""
"Female","7"
"Male","9"
"84",""
"Female","4"
"Male","8"
"85",""
"Female","18"
"Male","25"
"9",""
"Female","150"
"Male","160"
