"Population by Single Year of Age","Number"
"0",""
"Female","276"
"Male","305"
"1",""
"Female","207"
"Male","210"
"10",""
"Female","301"
"Male","349"
"11",""
"Female","275"
"Male","232"
"12",""
"Female","396"
"Male","329"
"13",""
"Female","286"
"Male","291"
"14",""
"Female","305"
"Male","265"
"15",""
"Female","238"
"Male","278"
"16",""
"Female","253"
"Male","220"
"17",""
"Female","202"
"Male","186"
"18",""
"Female","299"
"Male","298"
"19",""
"Female","182"
"Male","184"
"2",""
"Female","299"
"Male","289"
"20",""
"Female","230"
"Male","214"
"21",""
"Female","154"
"Male","159"
"22",""
"Female","217"
"Male","167"
"23",""
"Female","156"
"Male","136"
"24",""
"Female","165"
"Male","146"
"25",""
"Female","204"
"Male","177"
"26",""
"Female","175"
"Male","132"
"27",""
"Female","136"
"Male","107"
"28",""
"Female","208"
"Male","163"
"29",""
"Female","87"
"Male","76"
"3",""
"Female","332"
"Male","373"
"30",""
"Female","257"
"Male","209"
"31",""
"Female","62"
"Male","77"
"32",""
"Female","125"
"Male","114"
"33",""
"Female","82"
"Male","96"
"34",""
"Female","95"
"Male","89"
"35",""
"Female","200"
"Male","177"
"36",""
"Female","127"
"Male","109"
"37",""
"Female","48"
"Male","53"
"38",""
"Female","123"
"Male","107"
"39",""
"Female","63"
"Male","54"
"4",""
"Female","294"
"Male","364"
"40",""
"Female","214"
"Male","167"
"41",""
"Female","67"
"Male","75"
"42",""
"Female","108"
"Male","96"
"43",""
"Female","56"
"Male","58"
"44",""
"Female","45"
"Male","48"
"45",""
"Female","163"
"Male","134"
"46",""
"Female","64"
"Male","72"
"47",""
"Female","46"
"Male","35"
"48",""
"Female","76"
"Male","91"
"49",""
"Female","38"
"Male","59"
"5",""
"Female","347"
"Male","340"
"50",""
"Female","123"
"Male","139"
"51",""
"Female","61"
"Male","59"
"52",""
"Female","51"
"Male","67"
"53",""
"Female","41"
"Male","46"
"54",""
"Female","32"
"Male","44"
"55",""
"Female","78"
"Male","103"
"56",""
"Female","40"
"Male","54"
"57",""
"Female","47"
"Male","38"
"58",""
"Female","60"
"Male","61"
"59",""
"Female","42"
"Male","40"
"6",""
"Female","322"
"Male","326"
"60",""
"Female","139"
"Male","115"
"61",""
"Female","36"
"Male","37"
"62",""
"Female","49"
"Male","42"
"63",""
"Female","40"
"Male","38"
"64",""
"Female","26"
"Male","39"
"65",""
"Female","84"
"Male","75"
"66",""
"Female","28"
"Male","27"
"67",""
"Female","21"
"Male","22"
"68",""
"Female","42"
"Male","45"
"69",""
"Female","14"
"Male","14"
"7",""
"Female","324"
"Male","302"
"70",""
"Female","51"
"Male","46"
"71",""
"Female","10"
"Male","12"
"72",""
"Female","21"
"Male","21"
"73",""
"Female","20"
"Male","17"
"74",""
"Female","4"
"Male","11"
"75",""
"Female","36"
"Male","24"
"76",""
"Female","9"
"Male","15"
"77",""
"Female","3"
"Male","8"
"78",""
"Female","17"
"Male","14"
"79",""
"Female","4"
"Male","6"
"8",""
"Female","321"
"Male","307"
"80",""
"Female","13"
"Male","9"
"81",""
"Female","2"
"Male","8"
"82",""
"Female","1"
"Male","2"
"83",""
"Female","1"
"Male","3"
"84",""
"Female","4"
"Male","4"
"85",""
"Female","9"
"Male","9"
"9",""
"Female","284"
"Male","281"
