"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","9"
"Male","6"
"","15"
"Baraee",""
"Female","382"
"Male","397"
"","779"
"Bin",""
"Female","686"
"Male","684"
"","1370"
"Brahman - Hill",""
"Female","33"
"Male","22"
"","55"
"Brahman - Tarai",""
"Female","53"
"Male","52"
"","105"
"Chamar/ Harijan/ Ram",""
"Female","584"
"Male","489"
"","1073"
"Chhantyal/Chhantel",""
"Female","9"
"Male","5"
"","14"
"Chhetri",""
"Female","4"
"Male","7"
"","11"
"Dhanuk",""
"Female","3805"
"Male","3505"
"","7310"
"Dhobi",""
"Female","290"
"Male","241"
"","531"
"Dhunia",""
"Female","209"
"Male","168"
"","377"
"Dom",""
"Female","15"
"Male","14"
"","29"
"Dusadh/ Pasawan/ Pasi",""
"Female","57"
"Male","54"
"","111"
"Gaderi/Bhedihar",""
"Female","19"
"Male","15"
"","34"
"Hajam/Thakur",""
"Female","163"
"Male","186"
"","349"
"Halwai",""
"Female","75"
"Male","65"
"","140"
"Kalwar",""
"Female","613"
"Male","642"
"","1255"
"Kami",""
"Female","7"
"Male","4"
"","11"
"Kanu",""
"Female","220"
"Male","208"
"","428"
"Kathabaniyan",""
"Female","11"
"Male","11"
"","22"
"Kayastha",""
"Female","25"
"Male","21"
"","46"
"Kewat",""
"Female","21"
"Male","19"
"","40"
"Khatwe",""
"Female","804"
"Male","811"
"","1615"
"Koiri/Kushwaha",""
"Female","1031"
"Male","988"
"","2019"
"Kumhar",""
"Female","22"
"Male","16"
"","38"
"Kurmi",""
"Female","391"
"Male","368"
"","759"
"Lohar",""
"Female","158"
"Male","148"
"","306"
"Mali",""
"Female","27"
"Male","36"
"","63"
"Mallaha",""
"Female","120"
"Male","98"
"","218"
"Musahar",""
"Female","847"
"Male","803"
"","1650"
"Musalman",""
"Female","1711"
"Male","1588"
"","3299"
"Natuwa",""
"Female","14"
"Male","18"
"","32"
"Newar",""
"Female","7"
"Male","5"
"","12"
"Nuniya",""
"Female","133"
"Male","114"
"","247"
"Others",""
"Female","28"
"Male","12"
"","40"
"Punjabi/Sikh",""
"Female","9"
"Male","4"
"","13"
"Sonar",""
"Female","30"
"Male","33"
"","63"
"Sudhi",""
"Female","116"
"Male","120"
"","236"
"Tatma/Tatwa",""
"Female","268"
"Male","287"
"","555"
"Teli",""
"Female","583"
"Male","598"
"","1181"
"Terai Others",""
"Female","19"
"Male","19"
"","38"
"Tharu",""
"Female","18"
"Male","19"
"","37"
"Undefined Others",""
"Female","13"
"Male","11"
"","24"
"Yadav",""
"Female","2006"
"Male","1856"
"","3862"
