"Population by Caste Ethinicity","Number"
"Aathpariya",""
"Female","3159"
"Male","2590"
"","5749"
"Bangali",""
"Female","13"
"Male","18"
"","31"
"Bantaba",""
"Female","63"
"Male","41"
"","104"
"Bhote",""
"Female","22"
"Male","21"
"","43"
"Brahman - Hill",""
"Female","1746"
"Male","1787"
"","3533"
"Brahman - Tarai",""
"Female","19"
"Male","28"
"","47"
"Chamar/ Harijan/ Ram",""
"Female","10"
"Male","9"
"","19"
"Chamling",""
"Female","16"
"Male","15"
"","31"
"Chhetri",""
"Female","3956"
"Male","3558"
"","7514"
"Dalit Others",""
"Female","14"
"Male","8"
"","22"
"Damai/Dholi",""
"Female","359"
"Male","319"
"","678"
"Dom",""
"Female","9"
"Male","10"
"","19"
"Foreigner",""
"Female","6"
"Male","5"
"","11"
"Gharti/Bhujel",""
"Female","282"
"Male","244"
"","526"
"Gurung",""
"Female","90"
"Male","64"
"","154"
"Hajam/Thakur",""
"Female","14"
"Male","12"
"","26"
"Halwai",""
"Female","22"
"Male","39"
"","61"
"Kalwar",""
"Female","9"
"Male","11"
"","20"
"Kami",""
"Female","725"
"Male","679"
"","1404"
"Kathabaniyan",""
"Female","10"
"Male","3"
"","13"
"Kayastha",""
"Female","14"
"Male","12"
"","26"
"Kewat",""
"Female","9"
"Male","6"
"","15"
"Khaling",""
"Female","6"
"Male","5"
"","11"
"Kulung",""
"Female","5"
"Male","12"
"","17"
"Limbu",""
"Female","874"
"Male","708"
"","1582"
"Magar",""
"Female","1498"
"Male","1186"
"","2684"
"Majhi",""
"Female","52"
"Male","42"
"","94"
"Marwadi",""
"Female","18"
"Male","7"
"","25"
"Musalman",""
"Female","41"
"Male","82"
"","123"
"Newar",""
"Female","1817"
"Male","1599"
"","3416"
"Others",""
"Female","69"
"Male","85"
"","154"
"Rai",""
"Female","1973"
"Male","1712"
"","3685"
"Rajbansi",""
"Female","5"
"Male","10"
"","15"
"Sanyasi/Dasnami",""
"Female","25"
"Male","24"
"","49"
"Sarki",""
"Female","243"
"Male","212"
"","455"
"Sherpa",""
"Female","104"
"Male","86"
"","190"
"Tamang",""
"Female","1619"
"Male","1375"
"","2994"
"Teli",""
"Female","28"
"Male","49"
"","77"
"Terai Others",""
"Female","18"
"Male","37"
"","55"
"Thakuri",""
"Female","281"
"Male","239"
"","520"
"Tharu",""
"Female","51"
"Male","57"
"","108"
"Undefined Others",""
"Female","23"
"Male","22"
"","45"
"Yadav",""
"Female","14"
"Male","40"
"","54"
"Yakkha",""
"Female","121"
"Male","99"
"","220"
