"Population by Educational Attainment","Number"
"Beginners",""
"Female","431"
"Male","520"
"","951"
"Graduate and Equivalent",""
"Female","326"
"Male","545"
"","871"
"Intermediate and Equivalent",""
"Female","1195"
"Male","1237"
"","2432"
"Level not Stated",""
"Female","26"
"Male","24"
"","50"
"Lower Secondary (Class 6-8)",""
"Female","2697"
"Male","2653"
"","5350"
"Non Formal Education",""
"Female","1005"
"Male","702"
"","1707"
"Others",""
"Female","7"
"Male","6"
"","13"
"Post Graduate Equivalent and Above",""
"Female","78"
"Male","278"
"","356"
"Primary Education (1-5 Class)",""
"Female","4104"
"Male","4375"
"","8479"
"Secondary Level (Class 9-10)",""
"Female","1879"
"Male","1712"
"","3591"
"SLC and Equivalent",""
"Female","1934"
"Male","1916"
"","3850"
