"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","46"
"Male","21"
"Bote",""
"Female","144"
"Male","109"
"Brahman - Hill",""
"Female","3793"
"Male","2771"
"Chhetri",""
"Female","1024"
"Male","736"
"Damai/Dholi",""
"Female","227"
"Male","170"
"Gaine",""
"Female","51"
"Male","33"
"Gharti/Bhujel",""
"Female","84"
"Male","59"
"Gurung",""
"Female","36"
"Male","26"
"Kami",""
"Female","1248"
"Male","876"
"Kumal",""
"Female","27"
"Male","27"
"Magar",""
"Female","2137"
"Male","1627"
"Majhi",""
"Female","8"
"Male","18"
"Musalman",""
"Female","13"
"Male","19"
"Newar",""
"Female","641"
"Male","542"
"Others",""
"Female","27"
"Male","21"
"Rai",""
"Female","8"
"Male","7"
"Sanyasi/Dasnami",""
"Female","483"
"Male","337"
"Sarki",""
"Female","565"
"Male","383"
"Thakuri",""
"Female","122"
"Male","91"
"Tharu",""
"Female","5"
"Male","19"
