"Population by Caste Ethinicity","Number"
"Baraee",""
"Female","19"
"Male","24"
"","43"
"Bin",""
"Female","212"
"Male","239"
"","451"
"Brahman - Hill",""
"Female","75"
"Male","73"
"","148"
"Brahman - Tarai",""
"Female","15"
"Male","18"
"","33"
"Chamar/ Harijan/ Ram",""
"Female","756"
"Male","815"
"","1571"
"Chhetri",""
"Female","16"
"Male","17"
"","33"
"Dhobi",""
"Female","173"
"Male","191"
"","364"
"Dhunia",""
"Female","44"
"Male","39"
"","83"
"Dom",""
"Female","27"
"Male","32"
"","59"
"Dusadh/ Pasawan/ Pasi",""
"Female","335"
"Male","369"
"","704"
"Foreigner",""
"Female","5"
"Male","6"
"","11"
"Hajam/Thakur",""
"Female","185"
"Male","196"
"","381"
"Kalwar",""
"Female","226"
"Male","271"
"","497"
"Kanu",""
"Female","362"
"Male","388"
"","750"
"Kathabaniyan",""
"Female","81"
"Male","95"
"","176"
"Kayastha",""
"Female","18"
"Male","23"
"","41"
"Koiri/Kushwaha",""
"Female","133"
"Male","141"
"","274"
"Kumal",""
"Female","152"
"Male","137"
"","289"
"Kumhar",""
"Female","519"
"Male","553"
"","1072"
"Lohar",""
"Female","281"
"Male","292"
"","573"
"Mali",""
"Female","27"
"Male","33"
"","60"
"Mallaha",""
"Female","329"
"Male","364"
"","693"
"Musahar",""
"Female","11"
"Male","11"
"","22"
"Musalman",""
"Female","2852"
"Male","2944"
"","5796"
"Newar",""
"Female","15"
"Male","7"
"","22"
"Nuniya",""
"Female","53"
"Male","66"
"","119"
"Others",""
"Female","36"
"Male","13"
"","49"
"Rajbhar",""
"Female","176"
"Male","196"
"","372"
"Rajput",""
"Female","63"
"Male","76"
"","139"
"Sanyasi/Dasnami",""
"Female","75"
"Male","63"
"","138"
"Sonar",""
"Female","64"
"Male","82"
"","146"
"Tatma/Tatwa",""
"Female","278"
"Male","313"
"","591"
"Teli",""
"Female","399"
"Male","418"
"","817"
"Terai Others",""
"Female","325"
"Male","370"
"","695"
"Undefined Others",""
"Female","18"
"Male","20"
"","38"
"Yadav",""
"Female","5902"
"Male","6385"
"","12287"
