"Population by Educational Attainment","Number"
"Beginners",""
"Female","98"
"Male","107"
"","205"
"Graduate and Equivalent",""
"Female","11"
"Male","85"
"","96"
"Intermediate and Equivalent",""
"Female","60"
"Male","287"
"","347"
"Level not Stated",""
"Female","82"
"Male","120"
"","202"
"Lower Secondary (Class 6-8)",""
"Female","527"
"Male","1273"
"","1800"
"Non Formal Education",""
"Female","19"
"Male","32"
"","51"
"Others",""
"Female","14"
"Male","20"
"","34"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","21"
"","21"
"Primary Education (1-5 Class)",""
"Female","1892"
"Male","3116"
"","5008"
"Secondary Level (Class 9-10)",""
"Female","194"
"Male","660"
"","854"
"SLC and Equivalent",""
"Female","114"
"Male","513"
"","627"
