"Population by Educational Attainment","Number"
"Beginners",""
"Female","23745"
"Male","25189"
"","48934"
"Graduate and Equivalent",""
"Female","2165"
"Male","7332"
"","9497"
"Intermediate and Equivalent",""
"Female","11936"
"Male","22689"
"","34625"
"Level not Stated",""
"Female","1763"
"Male","1791"
"","3554"
"Lower Secondary (Class 6-8)",""
"Female","80059"
"Male","102796"
"","182855"
"Non Formal Education",""
"Female","19778"
"Male","15212"
"","34990"
"Others",""
"Female","302"
"Male","500"
"","802"
"Post Graduate Equivalent and Above",""
"Female","345"
"Male","2035"
"","2380"
"Primary Education (1-5 Class)",""
"Female","193209"
"Male","221590"
"","414799"
"Secondary Level (Class 9-10)",""
"Female","34356"
"Male","51850"
"","86206"
"SLC and Equivalent",""
"Female","22000"
"Male","37182"
"","59182"
