"Population by Educational Attainment","Number"
"Beginners",""
"Female","176"
"Male","211"
"","387"
"Graduate and Equivalent",""
"Female","73"
"Male","134"
"","207"
"Intermediate and Equivalent",""
"Female","370"
"Male","351"
"","721"
"Level not Stated",""
"Female","35"
"Male","42"
"","77"
"Lower Secondary (Class 6-8)",""
"Female","2533"
"Male","2186"
"","4719"
"Non Formal Education",""
"Female","361"
"Male","402"
"","763"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","19"
"Male","36"
"","55"
"Primary Education (1-5 Class)",""
"Female","3826"
"Male","3962"
"","7788"
"Secondary Level (Class 9-10)",""
"Female","1647"
"Male","1391"
"","3038"
"SLC and Equivalent",""
"Female","967"
"Male","951"
"","1918"
