"Population by Caste Ethinicity","Number"
"Badi",""
"Female","17"
"Male","18"
"","35"
"Bangali",""
"Female","12"
"Male","13"
"","25"
"Brahman - Hill",""
"Female","2154"
"Male","1753"
"","3907"
"Chamling",""
"Female","9"
"Male","11"
"","20"
"Chhetri",""
"Female","2675"
"Male","2113"
"","4788"
"Damai/Dholi",""
"Female","633"
"Male","555"
"","1188"
"Danuwar",""
"Female","43"
"Male","28"
"","71"
"Dhanuk",""
"Female","9"
"Male","9"
"","18"
"Gharti/Bhujel",""
"Female","66"
"Male","52"
"","118"
"Gurung",""
"Female","84"
"Male","77"
"","161"
"Hajam/Thakur",""
"Female","4"
"Male","11"
"","15"
"Halwai",""
"Female","43"
"Male","36"
"","79"
"Kalwar",""
"Female","21"
"Male","21"
"","42"
"Kami",""
"Female","941"
"Male","813"
"","1754"
"Kathabaniyan",""
"Female","9"
"Male","10"
"","19"
"Koiri/Kushwaha",""
"Female","8"
"Male","8"
"","16"
"Limbu",""
"Female","1492"
"Male","1267"
"","2759"
"Magar",""
"Female","1168"
"Male","883"
"","2051"
"Majhi",""
"Female","45"
"Male","45"
"","90"
"Musalman",""
"Female","5"
"Male","6"
"","11"
"Newar",""
"Female","1030"
"Male","926"
"","1956"
"Others",""
"Female","41"
"Male","52"
"","93"
"Rai",""
"Female","3700"
"Male","3291"
"","6991"
"Sanyasi/Dasnami",""
"Female","49"
"Male","55"
"","104"
"Sarki",""
"Female","66"
"Male","59"
"","125"
"Sunuwar",""
"Female","34"
"Male","37"
"","71"
"Tamang",""
"Female","1052"
"Male","865"
"","1917"
"Teli",""
"Female","73"
"Male","74"
"","147"
"Tharu",""
"Female","38"
"Male","44"
"","82"
"Undefined Others",""
"Female","29"
"Male","26"
"","55"
