"Population by Educational Attainment","Number"
"Beginners",""
"Female","194"
"Male","195"
"","389"
"Graduate and Equivalent",""
"Female","42"
"Male","126"
"","168"
"Intermediate and Equivalent",""
"Female","215"
"Male","272"
"","487"
"Level not Stated",""
"Female","10"
"Male","12"
"","22"
"Lower Secondary (Class 6-8)",""
"Female","1912"
"Male","1696"
"","3608"
"Non Formal Education",""
"Female","302"
"Male","447"
"","749"
"Others",""
"Female","0"
"Male","1"
"","1"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","29"
"","33"
"Primary Education (1-5 Class)",""
"Female","2947"
"Male","3211"
"","6158"
"Secondary Level (Class 9-10)",""
"Female","1051"
"Male","1100"
"","2151"
"SLC and Equivalent",""
"Female","911"
"Male","718"
"","1629"
