"Population by Educational Attainment","Number"
"Beginners",""
"Female","119"
"Male","112"
"","231"
"Graduate and Equivalent",""
"Female","5"
"Male","31"
"","36"
"Intermediate and Equivalent",""
"Female","75"
"Male","97"
"","172"
"Level not Stated",""
"Female","28"
"Male","25"
"","53"
"Lower Secondary (Class 6-8)",""
"Female","967"
"Male","807"
"","1774"
"Non Formal Education",""
"Female","447"
"Male","218"
"","665"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","14"
"","16"
"Primary Education (1-5 Class)",""
"Female","1882"
"Male","1774"
"","3656"
"Secondary Level (Class 9-10)",""
"Female","305"
"Male","340"
"","645"
"SLC and Equivalent",""
"Female","288"
"Male","370"
"","658"
