"Population by Single Year of Age","Number"
"0",""
"Female","404"
"Male","347"
"1",""
"Female","360"
"Male","383"
"10",""
"Female","531"
"Male","519"
"11",""
"Female","515"
"Male","455"
"12",""
"Female","538"
"Male","554"
"13",""
"Female","489"
"Male","456"
"14",""
"Female","488"
"Male","408"
"15",""
"Female","462"
"Male","369"
"16",""
"Female","372"
"Male","267"
"17",""
"Female","428"
"Male","218"
"18",""
"Female","400"
"Male","195"
"19",""
"Female","268"
"Male","119"
"2",""
"Female","410"
"Male","454"
"20",""
"Female","377"
"Male","167"
"21",""
"Female","312"
"Male","125"
"22",""
"Female","384"
"Male","171"
"23",""
"Female","275"
"Male","115"
"24",""
"Female","282"
"Male","130"
"25",""
"Female","360"
"Male","147"
"26",""
"Female","264"
"Male","115"
"27",""
"Female","280"
"Male","129"
"28",""
"Female","291"
"Male","113"
"29",""
"Female","178"
"Male","77"
"3",""
"Female","436"
"Male","455"
"30",""
"Female","358"
"Male","148"
"31",""
"Female","155"
"Male","75"
"32",""
"Female","230"
"Male","104"
"33",""
"Female","157"
"Male","56"
"34",""
"Female","157"
"Male","78"
"35",""
"Female","378"
"Male","130"
"36",""
"Female","166"
"Male","88"
"37",""
"Female","186"
"Male","68"
"38",""
"Female","190"
"Male","92"
"39",""
"Female","148"
"Male","63"
"4",""
"Female","496"
"Male","492"
"40",""
"Female","400"
"Male","159"
"41",""
"Female","142"
"Male","75"
"42",""
"Female","171"
"Male","102"
"43",""
"Female","117"
"Male","73"
"44",""
"Female","106"
"Male","73"
"45",""
"Female","235"
"Male","131"
"46",""
"Female","99"
"Male","74"
"47",""
"Female","104"
"Male","79"
"48",""
"Female","138"
"Male","76"
"49",""
"Female","134"
"Male","86"
"5",""
"Female","472"
"Male","480"
"50",""
"Female","270"
"Male","172"
"51",""
"Female","80"
"Male","72"
"52",""
"Female","100"
"Male","109"
"53",""
"Female","90"
"Male","86"
"54",""
"Female","68"
"Male","49"
"55",""
"Female","181"
"Male","111"
"56",""
"Female","99"
"Male","79"
"57",""
"Female","116"
"Male","76"
"58",""
"Female","91"
"Male","84"
"59",""
"Female","84"
"Male","71"
"6",""
"Female","451"
"Male","448"
"60",""
"Female","242"
"Male","138"
"61",""
"Female","75"
"Male","68"
"62",""
"Female","91"
"Male","63"
"63",""
"Female","62"
"Male","51"
"64",""
"Female","53"
"Male","51"
"65",""
"Female","105"
"Male","87"
"66",""
"Female","40"
"Male","37"
"67",""
"Female","55"
"Male","62"
"68",""
"Female","56"
"Male","58"
"69",""
"Female","31"
"Male","29"
"7",""
"Female","490"
"Male","492"
"70",""
"Female","142"
"Male","74"
"71",""
"Female","31"
"Male","21"
"72",""
"Female","43"
"Male","37"
"73",""
"Female","23"
"Male","33"
"74",""
"Female","15"
"Male","27"
"75",""
"Female","56"
"Male","33"
"76",""
"Female","24"
"Male","16"
"77",""
"Female","19"
"Male","23"
"78",""
"Female","19"
"Male","22"
"79",""
"Female","14"
"Male","6"
"8",""
"Female","492"
"Male","468"
"80",""
"Female","27"
"Male","13"
"81",""
"Female","10"
"Male","8"
"82",""
"Female","8"
"Male","8"
"83",""
"Female","3"
"Male","13"
"84",""
"Female","11"
"Male","6"
"85",""
"Female","25"
"Male","18"
"9",""
"Female","429"
"Male","414"
