"Population by Educational Attainment","Number"
"Beginners",""
"Female","576"
"Male","638"
"Graduate and Equivalent",""
"Female","19"
"Male","93"
"Intermediate and Equivalent",""
"Female","160"
"Male","235"
"Level not Stated",""
"Female","40"
"Male","41"
"Lower Secondary (Class 6-8)",""
"Female","1735"
"Male","1430"
"Non Formal Education",""
"Female","1118"
"Male","580"
"Others",""
"Female","8"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","27"
"Primary Education (1-5 Class)",""
"Female","5240"
"Male","4596"
"Secondary Level (Class 9-10)",""
"Female","498"
"Male","536"
"SLC and Equivalent",""
"Female","314"
"Male","417"
