"Population by Educational Attainment","Number"
"Beginners",""
"Female","601"
"Male","529"
"Graduate and Equivalent",""
"Female","11"
"Male","98"
"Intermediate and Equivalent",""
"Female","124"
"Male","438"
"Level not Stated",""
"Female","22"
"Male","37"
"Lower Secondary (Class 6-8)",""
"Female","932"
"Male","1437"
"Non Formal Education",""
"Female","48"
"Male","140"
"Others",""
"Female","6"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","21"
"Primary Education (1-5 Class)",""
"Female","2462"
"Male","3147"
"Secondary Level (Class 9-10)",""
"Female","342"
"Male","781"
"SLC and Equivalent",""
"Female","90"
"Male","342"
