"Population by Educational Attainment","Number"
"Beginners",""
"Female","666"
"Male","649"
"","1315"
"Graduate and Equivalent",""
"Female","6"
"Male","57"
"","63"
"Intermediate and Equivalent",""
"Female","74"
"Male","190"
"","264"
"Level not Stated",""
"Female","7"
"Male","6"
"","13"
"Lower Secondary (Class 6-8)",""
"Female","475"
"Male","889"
"","1364"
"Non Formal Education",""
"Female","266"
"Male","112"
"","378"
"Others",""
"Female","5"
"Male","10"
"","15"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","11"
"","11"
"Primary Education (1-5 Class)",""
"Female","2699"
"Male","3283"
"","5982"
"Secondary Level (Class 9-10)",""
"Female","189"
"Male","370"
"","559"
"SLC and Equivalent",""
"Female","97"
"Male","248"
"","345"
