"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","28"
"Male","29"
"Badi",""
"Female","5813"
"Male","4880"
"Bangali",""
"Female","496"
"Male","455"
"Bantar/Sardar",""
"Female","8"
"Male","7"
"Baraee",""
"Female","3"
"Male","21"
"Bhote",""
"Female","791"
"Male","763"
"Bote",""
"Female","143"
"Male","148"
"Brahman - Hill",""
"Female","173831"
"Male","155376"
"Brahman - Tarai",""
"Female","752"
"Male","806"
"Byasi/Sauka",""
"Female","510"
"Male","438"
"Chamar/ Harijan/ Ram",""
"Female","126"
"Male","124"
"Chhetri",""
"Female","556356"
"Male","492516"
"Dalit Others",""
"Female","56923"
"Male","48954"
"Damai/Dholi",""
"Female","35449"
"Male","29913"
"Dev",""
"Female","7"
"Male","4"
"Dhandi",""
"Female","10"
"Male","8"
"Dhanuk",""
"Female","285"
"Male","239"
"Dhobi",""
"Female","63"
"Male","65"
"Dom",""
"Female","23"
"Male","27"
"Dura",""
"Female","6"
"Male","7"
"Dusadh/ Pasawan/ Pasi",""
"Female","47"
"Male","46"
"Foreigner",""
"Female","146"
"Male","158"
"Ghale",""
"Female","7"
"Male","4"
"Gharti/Bhujel",""
"Female","88"
"Male","72"
"Gurung",""
"Female","2274"
"Male","1928"
"Hajam/Thakur",""
"Female","353"
"Male","360"
"Halwai",""
"Female","362"
"Male","450"
"Janajati Others",""
"Female","59"
"Male","54"
"Jhangad/ Dhagar",""
"Female","80"
"Male","80"
"Kalwar",""
"Female","56"
"Male","81"
"Kami",""
"Female","113021"
"Male","96792"
"Kanu",""
"Female","6"
"Male","5"
"Kathabaniyan",""
"Female","997"
"Male","1105"
"Kayastha",""
"Female","130"
"Male","142"
"Kewat",""
"Female","10"
"Male","18"
"Khawas",""
"Female","7"
"Male","4"
"Koche",""
"Female","14"
"Male","10"
"Koiri/Kushwaha",""
"Female","28"
"Male","32"
"Kumal",""
"Female","825"
"Male","720"
"Kumhar",""
"Female","19"
"Male","13"
"Kurmi",""
"Female","177"
"Male","175"
"Limbu",""
"Female","372"
"Male","287"
"Lodh",""
"Female","17"
"Male","19"
"Lohar",""
"Female","16043"
"Male","14028"
"Magar",""
"Female","28406"
"Male","27349"
"Majhi",""
"Female","365"
"Male","309"
"Mallaha",""
"Female","217"
"Male","235"
"Marwadi",""
"Female","180"
"Male","221"
"Meche",""
"Female","62"
"Male","43"
"Mewahang Bala",""
"Female","19"
"Male","19"
"Musahar",""
"Female","81"
"Male","81"
"Musalman",""
"Female","2768"
"Male","3124"
"Newar",""
"Female","3569"
"Male","3236"
"Others",""
"Female","1988"
"Male","1840"
"Pahari",""
"Female","53"
"Male","48"
"Punjabi/Sikh",""
"Female","48"
"Male","53"
"Rai",""
"Female","463"
"Male","465"
"Rajbansi",""
"Female","128"
"Male","109"
"Raji",""
"Female","1045"
"Male","976"
"Rajput",""
"Female","149"
"Male","161"
"Raute",""
"Female","147"
"Male","166"
"Sanyasi/Dasnami",""
"Female","13890"
"Male","11777"
"Sarki",""
"Female","22673"
"Male","20078"
"Sherpa",""
"Female","40"
"Male","47"
"Sonar",""
"Female","27"
"Male","27"
"Sudhi",""
"Female","539"
"Male","481"
"Sunuwar",""
"Female","43"
"Male","30"
"Tamang",""
"Female","5185"
"Male","4450"
"Tatma/Tatwa",""
"Female","35"
"Male","24"
"Teli",""
"Female","465"
"Male","442"
"Terai Others",""
"Female","1592"
"Male","1475"
"Thakali",""
"Female","46"
"Male","42"
"Thakuri",""
"Female","60226"
"Male","52022"
"Thami",""
"Female","169"
"Male","139"
"Tharu",""
"Female","220696"
"Male","216946"
"Undefined Others",""
"Female","53"
"Male","31"
"Yadav",""
"Female","453"
"Male","461"
"Yakkha",""
"Female","81"
"Male","56"
