"Population by Educational Attainment","Number"
"Beginners",""
"Female","44543"
"Male","49296"
"Graduate and Equivalent",""
"Female","5295"
"Male","16096"
"Intermediate and Equivalent",""
"Female","24049"
"Male","43700"
"Level not Stated",""
"Female","2819"
"Male","2958"
"Lower Secondary (Class 6-8)",""
"Female","130441"
"Male","173231"
"Non Formal Education",""
"Female","31654"
"Male","21899"
"Others",""
"Female","584"
"Male","749"
"Post Graduate Equivalent and Above",""
"Female","991"
"Male","5731"
"Primary Education (1-5 Class)",""
"Female","306328"
"Male","357286"
"Secondary Level (Class 9-10)",""
"Female","63044"
"Male","95359"
"SLC and Equivalent",""
"Female","36433"
"Male","59169"
