"Population by Educational Attainment","Number"
"Beginners",""
"Female","866"
"Male","1036"
"Graduate and Equivalent",""
"Female","508"
"Male","1089"
"Intermediate and Equivalent",""
"Female","1419"
"Male","1792"
"Level not Stated",""
"Female","68"
"Male","65"
"Lower Secondary (Class 6-8)",""
"Female","5164"
"Male","5131"
"Non Formal Education",""
"Female","639"
"Male","689"
"Others",""
"Female","1"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","87"
"Male","323"
"Primary Education (1-5 Class)",""
"Female","6893"
"Male","7254"
"Secondary Level (Class 9-10)",""
"Female","3883"
"Male","3595"
"SLC and Equivalent",""
"Female","3018"
"Male","2986"
